股票代码,股票名称,触发交易日,2-10日最高涨幅(%),2-10日最低跌幅(%),11-20日最高涨幅(%),11-20日最低跌幅(%),21-40日最高涨幅(%),21-40日最低跌幅(%),41-60日最高涨幅(%),41-60日最低跌幅(%),至今最高涨幅(%),至今最低跌幅(%)
688281.SH,华秦科技,20260109,18.3,-3.66,12.41,1.16,9.49,-12.12,-12.94,-24.55,18.3,-24.55
688320.SH,禾川科技,20260515,-1.71,-13.81,,,,,,,0.0,-13.81
688334.SH,西高院,20260116,3.71,-2.79,0.36,-5.19,2.71,-18.28,-11.17,-17.32,9.06,-22.94
688337.SH,普源精电,20251030,-9.23,-16.16,-16.79,-24.28,-19.81,-24.66,-11.54,-22.58,43.0,-24.66
688339.SH,亿华通-U,20250918,17.34,-2.24,6.66,-2.64,29.62,4.85,19.12,-1.09,29.62,-20.82
688352.SH,颀中科技,20250929,1.03,-11.89,0.0,-10.66,-6.22,-16.47,-11.35,-15.65,33.15,-18.87
688385.SH,复旦微电,20250828,-4.7,-17.85,-2.4,-9.02,2.37,-11.6,-2.26,-15.39,50.51,-17.85
688387.SH,信科移动-U,20250825,0.98,-13.32,-6.59,-11.64,0.14,-10.94,-0.98,-9.4,214.87,-13.32
688390.SH,固德威,20250813,-1.57,-6.46,15.16,-1.38,27.34,5.79,28.35,2.87,193.64,-6.46
688396.SH,华润微,20260116,-0.01,-6.88,-8.78,-13.96,-12.3,-34.19,-24.27,-35.78,2.35,-35.78
688408.SH,中信博,20251114,-4.93,-15.34,-15.91,-19.37,-12.37,-21.51,-1.01,-18.66,0.0,-36.18
688409.SH,富创精密,20250804,-1.94,-6.18,17.25,-2.74,19.54,-3.94,44.94,12.87,200.05,-6.18
688432.SH,有研硅,20260225,-0.56,-14.02,-12.73,-23.2,-11.6,-24.72,20.27,-13.57,20.27,-24.72
688472.SH,阿特斯,20250905,8.68,-2.34,16.78,-5.93,84.39,-0.75,100.33,28.38,100.33,-5.93
688486.SH,龙迅股份,20251118,-7.65,-15.85,-4.6,-13.19,5.18,-14.16,1.75,-8.26,13.21,-28.86
688505.SH,复旦张江,20250717,8.91,-0.59,7.25,0.29,4.6,-6.27,-5.09,-12.44,8.91,-29.87
688515.SH,裕太微-U,20250901,-0.95,-11.89,2.55,-3.49,3.15,-10.58,-8.81,-19.98,102.17,-19.98
688545.SH,兴福电子,20250813,3.29,-2.43,3.35,-10.27,22.46,-7.42,14.57,1.72,178.64,-10.27
688549.SH,中巨芯-U,20260428,45.49,6.5,61.35,24.35,,,,,61.35,-3.73
688553.SH,汇宇制药-W,20250704,6.78,-8.6,8.36,-0.96,31.92,1.82,22.84,6.55,31.92,-27.38
688562.SH,航天软件,20251215,6.76,-11.72,30.38,2.33,8.56,-3.51,-1.23,-14.09,30.38,-24.76
688563.SH,航材股份,20260112,1.35,-11.35,8.12,-2.19,12.07,-9.4,-8.34,-16.29,12.07,-23.68
688586.SH,江航装备,20260109,1.03,-8.18,6.44,-10.82,6.77,-11.28,-1.93,-16.82,17.01,-17.27
688601.SH,力芯微,20251125,-1.2,-8.28,-7.94,-16.84,3.4,-14.82,13.08,0.64,37.0,-16.84
688605.SH,先锋精科,20250930,9.03,-12.02,-7.64,-15.23,-13.49,-23.46,-7.86,-22.0,13.84,-25.01
688612.SH,威迈斯,20260522,-0.03,-9.38,,,,,,,0.0,-9.38
688639.SH,华恒生物,20260113,-5.9,-11.01,-9.99,-15.19,-12.63,-24.7,-21.24,-33.09,0.0,-43.23
688653.SH,康希通信,20251009,-3.98,-15.14,-9.63,-16.8,-16.53,-24.7,-16.0,-20.39,9.43,-24.7
688777.SH,中控技术,20260113,34.63,0.71,45.41,31.59,32.57,11.51,10.65,-1.19,45.41,-1.19
688783.SH,西安奕材-U,20260508,16.11,6.29,23.74,2.41,,,,,23.74,0.0
688981.SH,中芯国际,20250822,14.67,-2.92,30.83,5.59,34.78,15.3,20.08,7.25,50.04,-11.72
