股票代码,股票名称,首次满足日期,10日涨幅(%),20日涨幅(%),40日涨幅(%)
002636.SZ,金安国纪,20250707,-1.0425020048115539,-5.052125100240583,11.467522052927022
002721.SZ,金一文化,20250707,-10.633484162895922,-15.158371040723981,-9.049773755656117
002803.SZ,吉宏股份,20250707,-3.860523038605226,3.9850560398505643,9.339975093399753
002987.SZ,京北方,20250707,-14.943425673039402,-21.537261022239562,-1.170503316426066
301217.SZ,铜冠铜箔,20250707,41.33779264214047,66.2876254180602,120.46822742474919
600396.SH,华电辽能,20250707,-4.6753246753246795,-12.207792207792213,-13.24675324675325
600513.SH,联环药业,20250707,50.37846930193438,75.10513036164845,97.81328847771235
600571.SH,信雅达,20250707,-6.522805296714084,-12.06473761647867,-4.3648847474252115
600698.SH,湖南天雁,20250707,1.4532243415077215,-1.8165304268846438,14.89554950045414
600726.SH,华电能源,20250707,-5.376344086021502,-8.602150537634417,-10.03584229390682
600983.SH,惠而浦,20250707,-7.232968881412962,-5.634987384356601,-8.578637510513047
