序,代码,名称,最新,涨幅,涨跌,成交量,现量,买一价,卖一价,涨速,换手,成交额,市盈率,所属行业,最高,最低,开盘,昨收,振幅,量比,委比,委差,均价,内盘,外盘,内外比,买一量,卖一量,市净率,总股本,总市值,流通股本,流通市值,3日涨幅,6日涨幅,3日换手,6日换手
291,'600136,ST明诚,1.74,3.57%,0.06,24.8万手,2494手,1.73,1.74,0.00%,1.27%,4315万,亏损 ①,房地产服务,1.76,1.68,1.68,1.68,4.76%,1.54,-37.29%,-2.06万手,1.74,9.77万手,15.0万手,0.65,7155手,215手,15.69,20.4亿,35.5亿元,19.4亿,33.8亿元,2.96%,-0.57%,2.65%,5.41%
292,'688787,海天瑞声,152.14,3.57%,5.24,3.86万手,270手,152.14,152.15,-0.04%,6.40%,5.82亿,273.05 ①,IT服务Ⅲ,153.33,148,148.5,146.9,3.63%,1.27,38.28%,32手,150.65,1.85万手,2.01万手,0.92,9手,2手,12.22,6033万,91.8亿元,6033万,91.8亿元,9.21%,3.72%,18.07%,31.65%
293,'603040,新坐标,86.77,3.54%,2.97,3.95万手,241手,86.77,86.78,0.14%,2.91%,3.42亿,44.76 ①,底盘与发动机系统,88.82,84,84.65,83.8,5.75%,1.23,-33.96%,-36手,86.72,2.10万手,1.85万手,1.14,3手,11手,7.61,1.36亿,118亿元,1.36亿,118亿元,15.14%,6.51%,9.71%,14.72%
294,'600633,浙数文化,13.45,3.54%,0.46,43.5万手,3616手,13.44,13.45,0.07%,3.43%,5.82亿,26.64 ①,游戏Ⅱ,13.54,13.13,13.26,12.99,3.16%,0.9,-57.78%,-7637手,13.38,19.4万手,24.1万手,0.8,1032手,4037手,1.64,12.7亿,171亿元,12.7亿,171亿元,0.60%,-2.68%,10.10%,22.58%
295,'600790,轻纺城,4.4,3.53%,0.15,37.3万手,5336手,4.4,4.41,-0.23%,2.54%,1.62亿,4.62 ①,商贸零售,4.43,4.25,4.25,4.25,4.24%,1.05,-16.17%,-2059手,4.34,19.1万手,18.1万手,1.05,1242手,1322手,1.08,14.7亿,64.5亿元,14.7亿,64.5亿元,-0.45%,-6.98%,6.49%,14.64%
296,'600163,中闽能源,7.04,3.53%,0.24,69.8万手,1.24万手,7.03,7.04,0.00%,3.67%,4.83亿,17.06 ①,电力,7.04,6.64,6.76,6.8,5.88%,0.82,22.11%,4816手,6.92,32.5万手,37.3万手,0.87,2661手,2275手,1.83,19.0亿,134亿元,19.0亿,134亿元,1.15%,6.18%,11.11%,25.99%
297,'601319,中国人保,7.08,3.51%,0.24,83.5万手,1.54万手,7.08,7.09,0.00%,0.24%,5.84亿,8.88 ①,保险Ⅲ,7.09,6.83,6.84,6.84,3.80%,1.14,-65.56%,-4.13万手,6.99,33.2万手,50.3万手,0.66,1138手,1.97万手,0.98,442亿,3131亿元,355亿,2513亿元,-1.67%,-4.07%,0.68%,1.27%
298,'688788,科思科技,56.73,3.50%,1.92,1.87万手,70手,56.71,56.73,-0.21%,1.19%,1.04亿,亏损 ①,国防军工,56.89,54.09,55.12,54.81,5.11%,0.77,-54.63%,-98手,55.52,7102手,1.16万手,0.61,2手,40手,5.06,1.57亿,89.0亿元,1.57亿,89.0亿元,2.05%,-4.17%,3.89%,8.93%
299,'603312,西典新能,40.58,3.49%,1.37,2.13万手,247手,40.57,40.58,0.00%,4.19%,8564万,27.16 ①,电力设备,40.75,38.75,39.21,39.21,5.10%,1.39,-5.28%,-31手,40.16,8914手,1.24万手,0.72,16手,3手,3.52,1.60亿,64.9亿元,5092万,20.7亿元,6.01%,3.05%,10.14%,19.20%
300,'688677,海泰新光,127.67,3.49%,4.31,3.69万手,471手,127.6,127.67,0.75%,3.07%,4.58亿,81.06 ①,医疗器械,127.68,119.08,121.73,123.36,6.97%,0.71,-39.11%,-53手,124.17,1.92万手,1.76万手,1.09,2手,48手,11.06,1.20亿,153亿元,1.20亿,153亿元,-10.09%,-8.08%,11.88%,24.83%
301,'688138,清溢光电,34.43,3.49%,1.16,9.66万手,856手,34.42,34.43,-0.03%,3.07%,3.25亿,48.65 ①,半导体,34.5,32.3,32.96,33.27,6.61%,1.35,-13.70%,-86手,33.61,4.65万手,5.02万手,0.93,61手,58手,3.82,3.15亿,108亿元,3.15亿,108亿元,4.21%,3.80%,7.99%,14.44%
302,'601702,华峰铝业,18.47,3.47%,0.62,9.77万手,483手,18.47,18.48,-0.11%,0.98%,1.78亿,18.98 ①,有色金属,18.78,17.65,18.01,17.85,6.33%,1.38,-13.49%,-106手,18.25,4.70万手,5.07万手,0.93,214手,24手,2.76,9.99亿,184亿元,9.99亿,184亿元,0.98%,-1.76%,2.50%,4.53%
303,'600673,东阳光,37.9,3.47%,1.27,77.4万手,7764手,37.9,37.91,0.00%,2.58%,28.6亿,239.07 ①,综合,37.99,35.51,36.8,36.63,6.77%,0.76,23.74%,1327手,36.94,35.7万手,41.8万手,0.85,1483手,310手,11.49,30.1亿,1141亿元,30.0亿,1138亿元,-0.34%,-2.87%,7.20%,19.57%
304,'688052,纳芯微,226.94,3.46%,7.58,3.73万手,297手,226.9,226.94,0.06%,2.62%,8.35亿,亏损 ①,半导体,228.38,213.9,219.25,219.36,6.60%,0.83,9.44%,14手,223.62,1.74万手,2.00万手,0.87,5手,49手,4.86,1.63亿,369亿元,1.43亿,323亿元,4.62%,0.22%,8.72%,18.41%
305,'688561,奇安信-U,30.89,3.45%,1.03,8.42万手,471手,30.89,30.9,0.00%,1.23%,2.58亿,亏损 ①,软件开发,30.94,29.77,29.91,29.86,3.92%,1.15,-29.89%,-288手,30.63,3.40万手,5.02万手,0.68,268手,42手,2.98,6.82亿,211亿元,6.82亿,211亿元,3.62%,-2.40%,3.20%,6.58%
306,'600873,梅花生物,9.63,3.44%,0.32,43.8万手,2651手,9.62,9.63,0.00%,1.56%,4.17亿,57.25 ①,化学制品,9.69,9.25,9.31,9.31,4.73%,1.21,-29.63%,-1992手,9.51,16.3万手,27.5万手,0.59,541手,63手,1.64,28.0亿,270亿元,28.0亿,270亿元,5.25%,2.88%,3.91%,8.04%
307,'600236,桂冠电力,11.15,3.43%,0.37,36.5万手,6417手,11.14,11.15,0.00%,0.46%,4.04亿,25.57 ①,水力发电,11.25,10.57,10.77,10.78,6.31%,0.63,-60.46%,-4915手,11.06,18.7万手,17.9万手,1.04,563手,4502手,4.6,78.8亿,879亿元,78.8亿,879亿元,0.18%,-4.13%,1.34%,4.16%
308,'688776,国光电气,80.73,3.42%,2.67,2.50万手,353手,80.72,80.73,0.01%,2.30%,2.01亿,亏损 ①,国防军工,83.2,77.33,77.8,78.06,7.52%,1.15,41.21%,110手,80.62,1.30万手,1.20万手,1.08,36手,5手,5.12,1.08亿,87.5亿元,1.08亿,87.5亿元,0.85%,-3.76%,6.30%,12.30%
309,'688396,华润微,64.18,3.42%,2.12,35.0万手,3458手,64.17,64.18,-0.05%,2.63%,21.8亿,64.58 ①,半导体,64.26,60,61.24,62.06,6.86%,0.98,-35.13%,-357手,62.33,15.5万手,19.5万手,0.79,9手,140手,3.68,13.3亿,852亿元,13.3亿,852亿元,1.74%,7.50%,7.59%,16.02%
310,'688669,聚石化学,35.74,3.41%,1.18,4.68万手,766手,35.74,35.9,-0.45%,3.86%,1.65亿,亏损 ①,改性塑料,36.28,34,34,34.56,6.60%,1.05,-9.67%,-51手,35.21,2.26万手,2.42万手,0.93,94手,46手,3.99,1.21亿,43.4亿元,1.21亿,43.4亿元,1.28%,-1.76%,12.32%,22.32%
311,'600483,福能股份,11.22,3.41%,0.37,54.1万手,3136手,11.22,11.23,-0.09%,1.95%,6.02亿,12.00 ①,电力,11.35,10.7,10.82,10.85,5.99%,1.43,-26.68%,-1329手,11.13,25.5万手,28.6万手,0.89,216手,1664手,1.12,27.8亿,312亿元,27.8亿,312亿元,6.96%,10.11%,4.75%,8.76%
312,'688535,华海诚科,142,3.41%,4.68,13.5万手,943手,141.99,142,0.47%,11.34%,18.5亿,372.57 ①,半导体,142,131.5,136.37,137.32,7.65%,0.93,26.51%,27手,137.11,6.57万手,6.96万手,0.94,7手,25手,6.33,1.42亿,202亿元,1.19亿,169亿元,22.59%,33.58%,43.32%,72.46%
313,'688305,科德数控,68.58,3.41%,2.26,4.96万手,266手,68.58,68.6,0.00%,3.75%,3.38亿,101.06 ①,通用设备,69.88,66.33,66.74,66.32,5.35%,1.06,31.87%,90手,68.18,2.69万手,2.26万手,1.19,147手,39手,4.75,1.33亿,91.1亿元,1.32亿,90.7亿元,6.33%,5.18%,14.38%,21.49%
314,'688209,英集芯,26.77,3.40%,0.88,15.5万手,1176手,26.76,26.77,0.00%,3.57%,4.04亿,64.33 ①,半导体,26.94,25.21,25.67,25.89,6.68%,0.75,-33.90%,-359手,26.03,6.88万手,8.62万手,0.8,32手,455手,5.19,4.34亿,116亿元,4.34亿,116亿元,1.32%,8.38%,10.53%,27.47%
315,'688088,虹软科技,45.66,3.40%,1.5,12.4万手,1524手,45.65,45.66,0.04%,3.08%,5.57亿,84.67 ①,IT服务Ⅲ,45.66,44.01,44.42,44.16,3.74%,1.41,64.54%,858手,45.02,6.04万手,6.34万手,0.95,215手,26手,6.61,4.01亿,183亿元,4.01亿,183亿元,7.92%,4.01%,7.62%,14.01%
316,'688110,东芯股份,163.1,3.37%,5.32,19.4万手,3991手,163.1,163.13,0.04%,4.39%,30.7亿,130.40 ①,数字芯片设计,163.25,153,155,157.78,6.50%,0.9,-50.10%,-281手,157.98,9.12万手,10.3万手,0.88,79手,20手,20.07,4.42亿,721亿元,4.42亿,721亿元,2.20%,-1.33%,12.65%,28.69%
317,'600536,中国软件,41.1,3.37%,1.34,21.1万手,3309手,41.09,41.1,0.05%,2.50%,8.63亿,亏损 ①,IT服务Ⅲ,41.44,39.72,39.9,39.76,4.33%,0.97,14.73%,268手,40.89,9.86万手,11.3万手,0.88,396手,458手,10.92,9.34亿,384亿元,8.44亿,347亿元,2.88%,-2.79%,6.09%,15.38%
318,'688136,科兴制药,25.79,3.37%,0.84,4.89万手,1050手,25.77,25.79,-0.04%,2.43%,1.23亿,亏损 ①,生物制品,25.88,24.55,24.79,24.95,5.33%,1.2,-16.66%,-160手,25.15,2.38万手,2.51万手,0.95,122手,55手,3,2.01亿,51.9亿元,2.01亿,51.9亿元,1.14%,-2.68%,5.72%,12.54%
319,'603456,九洲药业,13.21,3.36%,0.43,18.3万手,1751手,13.21,13.22,0.08%,2.05%,2.41亿,17.07 ①,医疗服务,13.34,12.78,12.78,12.78,4.38%,1.15,-41.38%,-2396手,13.17,8.54万手,9.73万手,0.88,28手,1124手,1.32,8.89亿,117亿元,8.89亿,117亿元,0.53%,-5.64%,4.92%,10.97%
320,'688244,永信至诚,20,3.36%,0.65,2.63万手,250手,20,20.01,-0.05%,1.74%,5214万,亏损 ①,软件开发,20.08,19.2,19.4,19.35,4.55%,1.23,-57.16%,-458手,19.83,1.21万手,1.42万手,0.85,38手,76手,3.18,1.51亿,30.2亿元,1.51亿,30.2亿元,4.55%,-1.96%,4.76%,8.83%
321,'688802,沐曦股份-U,752.9,3.35%,24.43,2.64万手,378手,752.9,752.92,-0.15%,14.55%,19.0亿,亏损 ①,数字芯片设计,758.9,686.6,725.1,728.47,9.92%,1.12,-42.29%,-21手,718.32,1.22万手,1.42万手,0.86,1手,3手,23,4.00亿,3012亿元,1814万,137亿元,1.62%,-4.39%,38.76%,79.81%
322,'603186,华正新材,103.63,3.35%,3.36,15.9万手,1138手,103.6,103.63,-0.44%,10.12%,15.8亿,131.37 ①,印制电路板,104.8,94.88,98.5,100.27,9.89%,0.86,4.00%,5手,99.78,7.61万手,8.26万手,0.92,1手,27手,6.94,1.57亿,162亿元,1.57亿,162亿元,-2.41%,16.60%,31.47%,68.71%
323,'600999,招商证券,16.72,3.34%,0.54,104万手,9679手,16.72,16.73,0.00%,1.39%,17.1亿,11.11 ①,非银金融,16.81,16.05,16.09,16.18,4.70%,1.89,-42.15%,-5192手,16.49,39.0万手,64.5万手,0.6,1891手,2861手,1.17,87.0亿,1454亿元,74.2亿,1241亿元,4.43%,3.40%,3.22%,5.08%
324,'600482,中国动力,37.18,3.34%,1.2,36.0万手,1441手,37.18,37.19,-0.05%,1.59%,13.1亿,35.86 ①,电力设备,37.23,35.21,36.27,35.98,5.61%,0.74,-61.22%,-1007手,36.36,16.8万手,19.2万手,0.88,33手,431手,2.06,22.7亿,843亿元,22.7亿,843亿元,-4.76%,-1.87%,5.72%,12.29%
325,'600728,佳都科技,5.61,3.31%,0.18,49.4万手,5953手,5.6,5.61,0.00%,2.32%,2.74亿,242.67 ①,IT服务Ⅲ,5.62,5.41,5.44,5.43,3.87%,1.29,-62.95%,-2.75万手,5.56,20.4万手,29.0万手,0.7,2021手,5314手,1.51,21.3亿,120亿元,21.3亿,120亿元,3.70%,-0.53%,5.23%,11.27%
326,'600847,万里股份,17.46,3.31%,0.56,15.0万手,1214手,17.46,17.49,0.46%,9.78%,2.55亿,亏损 ①,电力设备,17.46,16.32,16.51,16.9,6.75%,2.23,73.51%,544手,16.98,8.06万手,6.93万手,1.16,30手,35手,5.59,1.53亿,26.8亿元,1.53亿,26.8亿元,14.19%,17.50%,23.52%,31.70%
327,'688087,英科再生,43.8,3.30%,1.4,2.99万手,94手,43.8,43.88,-0.36%,1.61%,1.29亿,41.63 ①,其他塑料制品,44.07,41.85,42,42.4,5.24%,0.93,2.50%,5手,43.01,1.50万手,1.49万手,1.01,43手,1手,2.95,1.94亿,85.0亿元,1.86亿,81.6亿元,2.07%,-1.42%,4.47%,10.25%
328,'688220,翱捷科技-U,115.3,3.30%,3.68,13.5万手,823手,115.3,115.31,-0.26%,3.65%,15.1亿,亏损 ①,半导体,116.45,107.36,110.94,111.62,8.14%,1.08,49.79%,80手,111.79,6.22万手,7.26万手,0.86,18手,4手,8.87,4.18亿,482亿元,3.69亿,426亿元,5.30%,6.97%,10.77%,20.58%
329,'688123,聚辰股份,164.83,3.30%,5.26,14.6万手,1296手,164.82,164.83,0.00%,9.21%,23.1亿,212.30 ①,数字芯片设计,165.38,150.99,155.58,159.57,9.02%,0.7,-82.96%,-955手,157.85,6.94万手,7.69万手,0.9,7手,880手,9.74,1.59亿,262亿元,1.59亿,262亿元,-4.00%,8.78%,32.66%,75.21%
330,'600730,*ST高科,13.5,3.29%,0.43,37.9万手,6450手,13.49,13.5,0.82%,6.46%,5.04亿,亏损 ①,培训教育,13.63,12.9,13.07,13.07,5.59%,0.89,-54.06%,-1099手,13.28,21.0万手,16.9万手,1.25,2手,569手,4.72,5.87亿,79.2亿元,5.87亿,79.2亿元,11.75%,23.85%,23.47%,42.89%
331,'688390,固德威,129.21,3.29%,4.11,8.63万手,620手,129.18,129.21,-0.20%,3.55%,10.9亿,77.37 ①,电力设备,130.13,122.95,125.07,125.1,5.74%,0.96,-71.98%,-115手,126.41,3.91万手,4.72万手,0.83,10手,33手,11.04,2.43亿,314亿元,2.43亿,314亿元,10.63%,12.97%,11.46%,22.08%
332,'688023,安恒信息,45.96,3.28%,1.46,2.76万手,251手,45.96,45.97,-0.02%,2.71%,1.26亿,亏损 ①,软件开发,45.99,44.5,44.5,44.5,3.35%,0.89,-49.23%,-526手,45.46,1.12万手,1.65万手,0.68,121手,332手,2.1,1.02亿,46.8亿元,1.02亿,46.8亿元,2.54%,-2.00%,7.61%,17.97%
333,'603198,迎驾贡酒,36.43,3.26%,1.15,8.39万手,543手,36.42,36.43,0.00%,1.05%,3.07亿,8.73 ①,白酒Ⅱ,37.67,35.23,35.28,35.28,6.92%,1.11,59.39%,283手,36.66,3.99万手,4.40万手,0.91,16手,20手,2.54,8.00亿,291亿元,8.00亿,291亿元,1.03%,-4.81%,2.42%,5.78%
334,'603297,永新光学,145.49,3.26%,4.59,3.07万手,243手,145.49,145.5,0.00%,2.77%,4.43亿,87.46 ①,光学元件,146.91,139.99,140.1,140.9,4.91%,1.02,-58.06%,-36手,144.49,1.49万手,1.57万手,0.95,5手,15手,7.67,1.11亿,161亿元,1.11亿,161亿元,2.83%,3.18%,8.45%,16.33%
335,'603530,神马电力,60.6,3.24%,1.9,4.58万手,663手,60.6,60.62,-0.15%,1.07%,2.74亿,66.55 ①,电力设备,61.3,58.02,58.7,58.7,5.59%,0.61,63.84%,279手,59.9,2.12万手,2.46万手,0.86,6手,2手,13.75,4.32亿,262亿元,4.27亿,259亿元,-4.42%,-5.72%,3.69%,9.84%
336,'688692,达梦数据,268.9,3.23%,8.41,1.87万手,158手,268.9,268.94,0.27%,2.56%,4.99亿,50.28 ①,软件开发,271.25,260,264.58,260.49,4.32%,0.93,-72.19%,-94手,266.8,8725手,9981手,0.87,9手,7手,7.84,1.13亿,305亿元,7314万,197亿元,1.59%,-5.92%,8.09%,16.26%
337,'603313,梦百合,6.08,3.23%,0.19,15.5万手,1692手,6.08,6.09,0.00%,2.72%,9313万,亏损 ①,轻工制造,6.12,5.84,5.89,5.89,4.75%,1.28,-40.97%,-2453手,5.99,7.33万手,8.20万手,0.89,446手,1129手,1.02,5.71亿,34.7亿元,5.71亿,34.7亿元,1.33%,-3.34%,6.42%,13.40%
338,'688343,云天励飞-U,85.4,3.20%,2.65,17.3万手,1278手,85.4,85.42,-0.05%,4.81%,14.4亿,亏损 ①,IT服务Ⅲ,85.84,80.01,83,82.75,7.05%,1.07,65.46%,404手,83.17,7.28万手,10.0万手,0.73,63手,6手,8.26,3.60亿,307亿元,3.60亿,307亿元,3.02%,-0.97%,13.71%,27.33%
339,'688484,南芯科技,46.06,3.16%,1.41,10.6万手,658手,46.02,46.06,0.11%,2.49%,4.76亿,1475.16 ①,半导体,46.17,42.97,44.68,44.65,7.17%,0.75,-32.55%,-278手,44.74,5.42万手,5.23万手,1.04,13手,100手,4.72,4.28亿,197亿元,4.28亿,197亿元,-2.42%,-0.52%,7.95%,19.14%
340,'688108,赛诺医疗,20.93,3.15%,0.64,14.7万手,767手,20.92,20.93,-0.10%,3.51%,3.04亿,89.40 ①,医疗器械,21.24,20.25,20.47,20.29,4.88%,0.62,-89.06%,-4580手,20.76,7.37万手,7.29万手,1.01,36手,170手,8.82,4.18亿,87.5亿元,4.18亿,87.5亿元,7.33%,-5.17%,14.69%,31.87%
341,'603917,合力科技,13.42,3.15%,0.41,15.7万手,1777手,13.41,13.42,0.07%,7.69%,2.04亿,亏损 ①,汽车,13.45,12.57,13.11,13.01,6.76%,2.22,-55.12%,-2463手,13.03,7.23万手,8.45万手,0.86,54手,956手,1.63,2.04亿,27.4亿元,2.04亿,27.4亿元,9.64%,5.25%,18.13%,25.05%
342,'603416,信捷电气,65.5,3.15%,2,5.53万手,993手,65.5,65.51,-0.32%,3.97%,3.59亿,47.33 ①,机器人,65.98,63.51,64.08,63.5,3.89%,0.88,84.32%,75手,64.83,2.60万手,2.93万手,0.89,36手,1手,3.74,1.57亿,103亿元,1.39亿,91.2亿元,11.05%,1.91%,18.09%,26.61%
343,'688193,仁度生物,56.7,3.15%,1.73,1.26万手,175手,56.7,57.1,-0.80%,3.15%,7166万,113.70 ①,体外诊断,58.97,54.7,54.7,54.97,7.77%,0.7,-46.22%,-92手,56.83,5257手,7353手,0.71,17手,38手,2.47,4007万,22.7亿元,4007万,22.7亿元,-2.51%,-2.51%,14.52%,14.52%
344,'603039,泛微网络,48.91,3.14%,1.49,11.9万手,1642手,48.91,48.92,0.02%,4.65%,5.76亿,50.45 ①,软件开发,49.2,47.34,47.7,47.42,3.92%,1.29,74.18%,953手,48.28,5.79万手,6.14万手,0.94,246手,61手,4.74,2.56亿,125亿元,2.56亿,125亿元,6.98%,-1.49%,13.24%,22.64%
345,'688721,龙图光罩,49.3,3.14%,1.5,4.59万手,561手,49.3,49.31,0.02%,8.58%,2.22亿,161.08 ①,半导体,49.46,46.75,47.32,47.8,5.67%,1.21,16.26%,128手,48.27,1.90万手,2.69万手,0.71,134手,15手,5.38,1.33亿,65.8亿元,5348万,26.4亿元,3.88%,5.68%,24.78%,44.02%
346,'688359,三孚新科,136,3.13%,4.13,6.93万手,243手,135.78,136,-0.05%,7.02%,9.38亿,602.82 ①,电子化学品Ⅱ,138.93,131.2,132.52,131.87,5.86%,1.4,-20.23%,-327手,135.31,3.38万手,3.54万手,0.95,616手,523手,21.37,9875万,134亿元,9875万,134亿元,9.41%,18.57%,16.12%,32.08%
347,'688258,卓易信息,140.03,3.13%,4.25,6.09万手,826手,140.03,140.05,0.02%,5.03%,8.43亿,71.31 ①,IT服务Ⅲ,140.05,135.81,137.77,135.78,3.12%,0.88,49.86%,213手,138.54,2.76万手,3.33万手,0.83,9手,16手,17.71,1.21亿,170亿元,1.21亿,170亿元,6.08%,-5.18%,13.57%,33.66%
348,'600785,新华百货,18.18,3.12%,0.55,20.9万手,2122手,18.17,18.18,-0.22%,9.28%,3.88亿,15.77 ①,多业态零售,19.39,17.49,17.49,17.63,10.78%,3.2,33.97%,140手,18.53,12.1万手,8.79万手,1.38,20手,9手,1.78,2.26亿,41.0亿元,2.26亿,41.0亿元,0.00%,-0.60%,15.12%,23.77%
349,'600312,平高电气,22.5,3.12%,0.68,26.7万手,3460手,22.49,22.5,0.04%,1.97%,5.92亿,18.40 ①,电力设备,22.59,21.52,21.86,21.82,4.90%,0.72,-8.27%,-445手,22.15,11.7万手,15.1万手,0.77,539手,819手,2.62,13.6亿,305亿元,13.6亿,305亿元,1.21%,0.67%,6.62%,15.60%
350,'600959,江苏有线,3.98,3.11%,0.12,64.9万手,7216手,3.97,3.98,0.25%,1.30%,2.55亿,78.58 ①,传媒,3.98,3.84,3.85,3.86,3.63%,1.14,-46.11%,-4.15万手,3.93,26.4万手,38.5万手,0.69,5568手,1.60万手,0.88,50.0亿,199亿元,50.0亿,199亿元,3.65%,-1.24%,3.51%,7.01%
351,'688188,柏楚电子,174.54,3.11%,5.26,4.73万手,414手,174.01,174.54,0.50%,1.63%,8.22亿,39.94 ①,计算机,179.78,169.28,170.5,169.28,6.20%,1.18,-5.32%,-2手,173.86,2.35万手,2.38万手,0.99,2手,15手,7.89,2.90亿,506亿元,2.90亿,506亿元,9.09%,10.32%,4.68%,8.56%
352,'600818,ST中路,6.31,3.10%,0.19,22.1万手,5097手,6.3,6.31,0.80%,9.29%,1.40亿,亏损 ①,摩托车及其他,6.43,6.01,6.08,6.12,6.86%,1.21,46.39%,803手,6.31,11.8万手,10.3万手,1.14,460手,22手,4.06,3.21亿,20.3亿元,2.38亿,15.0亿元,5.17%,-0.32%,35.91%,47.57%
353,'688728,格科微,14.96,3.10%,0.45,28.8万手,3193手,14.95,14.96,0.00%,1.15%,4.22亿,6897.39 ①,数字芯片设计,14.99,14.28,14.4,14.51,4.89%,0.99,-57.60%,-5492手,14.66,13.1万手,15.7万手,0.84,1031手,754手,4.94,26.0亿,389亿元,25.0亿,374亿元,3.17%,1.91%,3.74%,6.96%
354,'688107,安路科技,45.88,3.10%,1.38,13.2万手,2684手,45.88,45.9,-0.26%,3.29%,5.89亿,亏损 ①,数字芯片设计,46.13,43.3,44.1,44.5,6.36%,0.81,2.40%,23手,44.63,6.61万手,6.60万手,1,5手,20手,20.37,4.01亿,184亿元,4.01亿,184亿元,15.13%,17.04%,13.80%,23.58%
355,'688158,优刻得-W,48.69,3.09%,1.46,44.5万手,4392手,48.69,48.7,0.02%,10.95%,21.1亿,2032.01 ①,IT服务Ⅲ,48.9,45.4,46.5,47.23,7.41%,0.94,57.96%,1360手,47.38,20.8万手,23.8万手,0.87,26手,88手,9.17,4.58亿,223亿元,4.07亿,198亿元,1.86%,-3.39%,33.88%,69.19%
356,'688538,和辉光电-U,2.34,3.08%,0.07,92.2万手,1.43万手,2.33,2.34,0.43%,1.60%,2.12亿,亏损 ①,面板,2.35,2.25,2.27,2.27,4.41%,1.1,-14.31%,-2.23万手,2.3,30.5万手,61.7万手,0.49,2.30万手,1054手,4.26,138亿,323亿元,57.5亿,135亿元,1.30%,0.43%,4.72%,8.89%
357,'603578,三星新材,15.38,3.08%,0.46,7.62万手,758手,15.37,15.38,0.33%,4.22%,1.17亿,亏损 ①,家用电器,15.92,14.81,14.96,14.92,7.44%,1.24,-43.78%,-394手,15.39,3.78万手,3.84万手,0.99,125手,58手,2.54,2.34亿,36.0亿元,1.80亿,27.7亿元,3.22%,7.10%,9.78%,21.31%
358,'600255,鑫科材料,3.68,3.08%,0.11,68.0万手,2786手,3.67,3.68,0.00%,3.77%,2.51亿,100.95 ①,有色金属,3.75,3.57,3.57,3.57,5.04%,1.44,-9.27%,-3315手,3.69,32.1万手,36.0万手,0.89,1758手,2224手,4.5,18.1亿,66.5亿元,18.1亿,66.5亿元,2.79%,-1.08%,9.10%,16.84%
359,'688173,希荻微,19.11,3.07%,0.57,13.7万手,2463手,19.11,19.12,-0.26%,3.34%,2.58亿,亏损 ①,半导体,19.23,18.32,18.8,18.54,4.91%,1.02,-38.27%,-533手,18.85,6.58万手,7.11万手,0.93,50手,27手,5.54,4.13亿,78.9亿元,4.10亿,78.4亿元,4.20%,2.14%,9.90%,19.77%
360,'688611,杭州柯林,73.9,3.07%,2.2,3.79万手,68手,73.84,73.9,0.54%,2.47%,2.81亿,亏损 ①,电力设备,76.3,71.63,71.63,71.7,6.51%,1.41,10.33%,41手,74.07,1.68万手,2.11万手,0.8,5手,85手,13.14,1.53亿,113亿元,1.53亿,113亿元,2.30%,7.10%,4.97%,11.22%
361,'688489,三未信安,43.38,3.06%,1.29,1.20万手,35手,43.35,43.38,0.00%,1.05%,5144万,亏损 ①,计算机,43.58,41.8,41.8,42.09,4.23%,1.44,-6.71%,-17手,42.95,5777手,6201手,0.93,15手,8手,2.76,1.15亿,50.0亿元,1.14亿,49.6亿元,3.09%,0.35%,2.55%,4.68%
362,'600674,川投能源,15.53,3.05%,0.46,54.0万手,2691手,15.52,15.53,0.00%,1.11%,8.37亿,13.03 ①,水力发电,15.78,14.98,15.04,15.07,5.31%,1.46,-51.05%,-1572手,15.49,22.1万手,31.9万手,0.7,59手,412手,1.63,48.7亿,757亿元,48.7亿,757亿元,3.26%,1.57%,2.32%,4.90%
363,'600006,东风股份,6.78,3.04%,0.2,23.7万手,1638手,6.77,6.78,-0.15%,1.19%,1.59亿,16.49 ①,商用载货车,6.81,6.55,6.56,6.58,3.95%,1.05,-73.46%,-9143手,6.69,11.0万手,12.7万手,0.87,502手,358手,1.7,20.0亿,136亿元,20.0亿,136亿元,1.95%,-1.17%,4.51%,6.83%
364,'688090,瑞松科技,89.25,3.04%,2.63,4.04万手,309手,89.25,89.26,0.01%,3.31%,3.53亿,132.65 ①,机器人,89.84,84.68,86.43,86.62,5.96%,0.68,55.42%,117手,87.25,1.89万手,2.16万手,0.87,2手,4手,11.8,1.22亿,109亿元,1.22亿,109亿元,4.17%,-0.06%,12.76%,27.48%
365,'688371,菲沃泰,36.99,3.04%,1.09,17.4万手,1348手,36.98,36.99,-0.03%,5.20%,6.38亿,亏损 ①,电子化学品Ⅱ,39.6,34.45,36.01,35.9,14.35%,1.04,-83.98%,-1867手,36.61,8.48万手,8.95万手,0.95,33手,770手,6.35,3.35亿,124亿元,3.35亿,124亿元,-2.66%,9.89%,14.93%,30.29%
366,'688271,联影医疗,113.01,3.02%,3.31,7.29万手,548手,113,113.01,0.01%,0.88%,8.12亿,58.38 ①,医疗器械,113.85,109.42,109.42,109.7,4.04%,1.09,57.66%,192手,111.36,3.44万手,3.85万手,0.89,225手,19手,4.24,8.24亿,931亿元,8.24亿,931亿元,0.93%,-3.05%,2.51%,4.93%
