序,代码,名称,最新,涨幅,涨跌,成交量,现量,买一价,卖一价,涨速,换手,成交额,市盈率,所属行业,最高,最低,开盘,昨收,振幅,量比,委比,委差,均价,内盘,外盘,内外比,买一量,卖一量,市净率,总股本,总市值,流通股本,流通市值,3日涨幅,6日涨幅,3日换手,6日换手
78,'603078,江化微,35.08,8.61%,2.78,53.8万手,7027手,35.08,35.09,0.06%,13.96%,18.3亿,117.53 ①,电子化学品Ⅱ,35.36,31.03,31.43,32.3,13.41%,1.34,28.42%,1141手,33.95,26.3万手,27.6万手,0.95,312手,422手,6.78,3.86亿,135亿元,3.86亿,135亿元,27.56%,22.61%,43.93%,65.88%
79,'688376,美埃科技,85.5,8.50%,6.7,5.13万手,475手,85.45,85.5,0.00%,3.79%,4.23亿,91.22 ①,环保,85.86,77.2,78.53,78.8,10.99%,1.39,-92.46%,-343手,82.42,2.24万手,2.89万手,0.78,3手,310手,5.91,1.35亿,116亿元,1.35亿,116亿元,12.13%,13.92%,9.44%,17.43%
80,'688372,伟测科技,171.35,8.42%,13.3,13.1万手,798手,171.35,171.36,0.14%,7.83%,21.6亿,101.42 ①,半导体,172.05,154.62,158.1,158.05,11.03%,1.28,-60.43%,-110手,164.55,4.87万手,8.27万手,0.59,12手,9手,6.87,1.68亿,287亿元,1.68亿,287亿元,5.30%,5.77%,19.54%,38.37%
81,'688256,寒武纪,1319.2,8.40%,102.21,18.6万手,2273手,1319.17,1319.2,0.00%,2.97%,232亿,204.51 ①,数字芯片设计,1326,1175,1216.89,1216.99,12.41%,1.11,-91.50%,-202手,1245.68,7.95万手,10.7万手,0.74,3手,161手,43.22,6.28亿,8288亿元,6.28亿,8288亿元,4.65%,9.93%,7.53%,16.28%
82,'603226,菲林格尔,50.34,8.37%,3.89,4.78万手,685手,50.34,50.35,0.02%,1.34%,2.32亿,亏损 ①,轻工制造,50.45,45.6,45.91,46.45,10.44%,1.23,1.55%,6手,48.68,1.92万手,2.86万手,0.67,28手,22手,21.01,3.55亿,179亿元,3.55亿,179亿元,10.64%,9.29%,4.00%,6.82%
83,'688381,帝奥微,40.7,8.33%,3.13,23.5万手,3332手,40.7,40.72,-0.22%,9.48%,9.33亿,亏损 ①,半导体,41.27,37.2,37.2,37.57,10.83%,0.93,67.42%,249手,39.77,10.2万手,13.3万手,0.77,26手,8手,4.01,2.48亿,101亿元,2.48亿,101亿元,9.64%,25.19%,33.12%,60.74%
84,'688228,开普云,116.73,8.28%,8.93,5.82万手,417手,116.72,116.73,-0.02%,8.62%,6.65亿,亏损 ①,IT服务Ⅲ,117.86,106.11,107.6,107.8,10.90%,2.19,-70.04%,-166手,114.24,2.58万手,3.24万手,0.8,3手,144手,6.32,6755万,78.9亿元,6755万,78.9亿元,11.17%,4.97%,18.38%,28.25%
85,'688362,甬矽电子,51.43,8.27%,3.93,35.8万手,2057手,51.42,51.43,-0.06%,8.72%,17.7亿,198.36 ①,半导体,51.5,45.68,47,47.5,12.25%,1.16,-67.40%,-749手,49.35,16.1万手,19.7万手,0.82,5手,9手,8.09,4.10亿,211亿元,4.10亿,211亿元,0.63%,0.27%,25.90%,46.42%
86,'688432,有研硅,21.36,8.21%,1.62,47.9万手,7678手,21.36,21.38,0.00%,3.83%,9.74亿,133.06 ①,半导体,21.72,18.8,19.31,19.74,14.79%,1.51,34.78%,465手,20.32,22.1万手,25.8万手,0.86,121手,7手,5.92,12.5亿,267亿元,12.5亿,267亿元,11.37%,12.13%,9.70%,16.51%
87,'688511,天微电子,26.11,8.16%,1.97,9.65万手,653手,26.11,26.12,0.04%,7.22%,2.46亿,162.25 ①,国防军工,26.5,24.1,24.28,24.14,9.94%,2.34,-0.56%,-4手,25.46,3.78万手,5.86万手,0.65,36手,6手,3.27,1.34亿,34.9亿元,1.34亿,34.9亿元,14.92%,8.30%,14.05%,22.63%
88,'603712,七一二,16.08,7.92%,1.18,18.0万手,3612手,16.07,16.08,0.00%,2.33%,2.77亿,亏损 ①,国防军工,16.29,14.78,14.89,14.9,10.13%,1.47,-80.56%,-3929手,15.39,8.04万手,9.93万手,0.81,169手,2862手,3.25,7.72亿,124亿元,7.72亿,124亿元,3.14%,-3.77%,5.87%,10.25%
89,'688603,天承科技,155.1,7.86%,11.3,10.2万手,502手,155.07,155.1,0.08%,21.43%,15.4亿,161.54 ①,电子化学品Ⅱ,156.88,147,147,143.8,6.87%,1,44.79%,41手,151.88,4.85万手,5.31万手,0.91,8手,18手,15.82,1.25亿,193亿元,4742万,73.6亿元,4.80%,27.99%,62.45%,128.22%
90,'688609,九联科技,13.34,7.84%,0.97,48.3万手,1.00万手,13.33,13.34,0.30%,9.66%,6.33亿,115.35 ①,家用电器,13.44,12.35,12.5,12.37,8.81%,1.45,-51.00%,-3020手,13.1,22.4万手,26.0万手,0.86,120手,1824手,8.48,5.22亿,69.6亿元,5.00亿,66.7亿元,19.53%,14.21%,26.04%,43.01%
91,'603533,掌阅科技,27.29,7.70%,1.95,37.1万手,4217手,27.28,27.29,-0.04%,8.44%,9.86亿,亏损 ①,文字媒体,27.56,25.03,25.33,25.34,9.98%,1.71,-80.55%,-3322手,26.62,14.7万手,22.3万手,0.66,288手,1468手,5.22,4.39亿,120亿元,4.39亿,120亿元,11.16%,0.63%,17.61%,33.10%
92,'688628,优利德,103.68,7.55%,7.28,11.3万手,540手,103.6,103.68,0.00%,10.11%,11.5亿,39.92 ①,通用设备,105.21,97.5,99.5,96.4,8.00%,1.83,-4.70%,-24手,101.91,5.79万手,5.51万手,1.05,2手,175手,8.66,1.12亿,116亿元,1.12亿,116亿元,22.54%,11.36%,25.24%,37.74%
93,'688435,英方软件,44.58,7.55%,3.13,4.71万手,597手,44.58,44.59,0.00%,8.40%,2.06亿,亏损 ①,软件开发,44.9,41.54,41.66,41.45,8.11%,1.6,-44.28%,-360手,43.73,2.10万手,2.62万手,0.8,104手,380手,3.44,8350万,37.2亿元,5605万,25.0亿元,8.07%,5.59%,17.59%,34.62%
94,'600496,精工钢构,4.33,7.44%,0.3,126万手,1.26万手,4.32,4.33,0.00%,6.31%,5.39亿,14.23 ①,建筑装饰,4.43,4.03,4.04,4.03,9.93%,3.07,41.60%,9767手,4.29,63.5万手,62.1万手,1.02,352手,240手,0.92,19.9亿,86.2亿元,19.9亿,86.2亿元,3.84%,1.41%,10.04%,16.58%
95,'603303,得邦照明,23.5,7.35%,1.61,11.1万手,1832手,23.49,23.5,0.09%,2.32%,2.52亿,63.22 ①,照明设备Ⅱ,23.52,21.89,21.89,21.89,7.45%,1.69,-13.07%,-125手,22.81,5.91万手,5.15万手,1.15,72手,218手,3.48,4.77亿,112亿元,4.77亿,112亿元,16.39%,14.02%,5.07%,9.17%
96,'688141,杰华特,101.78,7.33%,6.95,24.6万手,1499手,101.78,101.79,-0.10%,5.45%,24.1亿,亏损 ①,半导体,102.42,92.3,95.29,94.83,10.67%,1.08,46.99%,401手,98.11,11.1万手,13.5万手,0.82,89手,137手,36.72,4.50亿,458亿元,4.50亿,458亿元,-1.66%,-2.69%,17.55%,30.65%
97,'600578,京能电力,8.27,7.26%,0.56,520万手,15.1万手,8.26,8.27,-0.48%,7.77%,41.5亿,12.57 ①,电力,8.48,6.98,7.71,7.71,19.46%,2.41,-48.91%,-4.95万手,7.98,280万手,241万手,1.16,8694手,7001手,2.2,66.9亿,554亿元,66.9亿,554亿元,29.83%,59.65%,17.99%,23.92%
98,'688039,当虹科技,49.88,7.25%,3.37,8.82万手,843手,49.88,49.89,0.02%,7.97%,4.42亿,亏损 ①,IT服务Ⅲ,53,46.6,46.9,46.51,13.76%,3.12,25.96%,209手,50.1,4.60万手,4.22万手,1.09,196手,7手,5.31,1.11亿,55.2亿元,1.11亿,55.2亿元,16.16%,9.51%,14.81%,20.74%
99,'600475,华光环能,19.94,7.20%,1.34,35.7万手,4447手,19.94,19.95,0.00%,3.78%,6.99亿,41.03 ①,电力,19.97,18.6,18.73,18.6,7.37%,1.13,-5.49%,-334手,19.58,16.0万手,19.7万手,0.81,1690手,683手,2.2,9.56亿,191亿元,9.43亿,188亿元,0.30%,14.20%,9.49%,20.47%
100,'688190,云路股份,98.99,7.13%,6.59,5.12万手,315手,98.98,98.99,0.04%,4.26%,5.03亿,47.96 ①,有色金属,102.47,94.08,97.37,92.4,9.08%,2.04,2.39%,5手,98.35,2.48万手,2.64万手,0.94,2手,3手,4.42,1.20亿,119亿元,1.20亿,119亿元,7.42%,13.05%,8.41%,14.71%
101,'688807,优迅股份,476.48,7.07%,31.48,4.86万手,418手,476.48,476.49,0.00%,32.35%,22.8亿,358.60 ①,数字芯片设计,493.7,429,429,445,14.54%,2.04,40.18%,52手,468.68,2.45万手,2.41万手,1.02,53手,26手,21.2,8000万,381亿元,1504万,71.6亿元,17.56%,15.65%,76.59%,111.67%
102,'688667,菱电电控,156.22,7.01%,10.23,1.74万手,96手,156.22,156.43,-0.28%,3.30%,2.66亿,65.48 ①,汽车电子电气系统,158.88,144.03,144.54,145.99,10.17%,1.07,-6.46%,-6手,152.7,8446手,8966手,0.94,10手,2手,4.52,5270万,82.3亿元,5270万,82.3亿元,-1.75%,-4.96%,9.73%,18.81%
103,'688458,美芯晟,45.35,6.98%,2.96,8.22万手,412手,45.35,45.38,0.07%,9.66%,3.63亿,亏损 ①,半导体,46,41.55,42.55,42.39,10.50%,1.29,28.17%,125手,44.21,4.05万手,4.17万手,0.97,77手,16手,2.78,1.12亿,50.6亿元,8507万,38.6亿元,-1.37%,13.52%,27.55%,47.21%
104,'688508,芯朋微,93.28,6.97%,6.08,9.82万手,594手,93.28,93.3,0.04%,7.41%,8.82亿,225.01 ①,半导体,95.55,84.3,86.91,87.2,12.90%,0.92,-9.34%,-15手,89.81,4.25万手,5.56万手,0.76,6手,10手,4.46,1.32亿,124亿元,1.32亿,124亿元,2.39%,7.10%,21.45%,47.57%
105,'688386,泛亚微透,89.48,6.92%,5.79,3.93万手,355手,89.48,89.49,-0.15%,4.32%,3.45亿,122.70 ①,膜材料,90.38,82.3,83.02,83.69,9.65%,1.95,14.69%,14手,87.9,1.55万手,2.38万手,0.65,3手,3手,5.87,9961万,89.1亿元,9100万,81.4亿元,11.46%,0.89%,8.77%,15.41%
106,'688253,英诺特,64.8,6.84%,4.15,3.35万手,165手,64.78,64.8,0.17%,2.44%,2.13亿,54.62 ①,体外诊断,66,59.88,61.86,60.65,10.09%,1.02,37.62%,62手,63.74,1.74万手,1.61万手,1.09,2手,12手,4.24,1.37亿,88.8亿元,1.37亿,88.8亿元,8.02%,22.80%,6.67%,14.42%
107,'688225,亚信安全,17.83,6.83%,1.14,11.7万手,810手,17.82,17.83,0.00%,2.92%,2.05亿,亏损 ①,软件开发,18.24,16.52,16.52,16.69,10.31%,2.55,-23.12%,-215手,17.51,5.30万手,6.38万手,0.83,87手,198手,4.59,4.00亿,71.3亿元,4.00亿,71.3亿元,11.30%,5.19%,5.41%,8.64%
108,'688147,微导纳米,91.72,6.78%,5.82,11.7万手,794手,91.72,91.73,-0.03%,2.53%,10.4亿,503.12 ①,半导体设备,91.89,83.35,85.62,85.9,9.94%,0.87,-10.58%,-112手,88.87,4.76万手,6.90万手,0.69,377手,162手,14.41,4.61亿,423亿元,4.61亿,423亿元,4.23%,10.57%,10.05%,17.07%
109,'603159,上海亚虹,27.41,6.70%,1.72,4.99万手,577手,27.4,27.41,0.15%,3.56%,1.34亿,亏损 ①,专用设备,27.66,25.61,25.77,25.69,7.98%,2.73,38.05%,88手,26.79,1.72万手,3.27万手,0.52,11手,28手,7.74,1.40亿,38.4亿元,1.40亿,38.4亿元,6.45%,9.51%,5.77%,10.10%
110,'603678,火炬电子,34.92,6.69%,2.19,23.1万手,1249手,34.91,34.92,-0.03%,4.86%,7.95亿,104.68 ①,国防军工,35.61,32.07,32.6,32.73,10.82%,2.29,36.32%,1111手,34.38,9.73万手,13.4万手,0.73,1764手,250手,2.7,4.76亿,166亿元,4.76亿,166亿元,6.50%,1.10%,8.75%,15.49%
111,'603931,格林达,48.41,6.68%,3.03,9.40万手,930手,48.41,48.42,0.00%,4.71%,4.50亿,82.38 ①,电子化学品Ⅱ,49.38,44.5,44.86,45.38,10.75%,1.03,67.28%,1032手,47.83,4.40万手,5.00万手,0.88,763手,8手,4.84,2.00亿,96.6亿元,2.00亿,96.6亿元,10.00%,12.71%,13.86%,27.61%
112,'605318,法狮龙,104.38,6.62%,6.48,6.19万手,352手,104.38,104.4,-0.51%,4.92%,6.43亿,亏损 ①,建筑材料,107.69,97.9,99.8,97.9,10.00%,2.69,-86.67%,-234手,104,3.07万手,3.11万手,0.99,5手,215手,20.52,1.26亿,131亿元,1.26亿,131亿元,16.25%,9.69%,9.31%,14.06%
113,'603698,航天工程,42.4,6.53%,2.6,33.8万手,6129手,42.39,42.4,-0.02%,6.31%,13.6亿,138.69 ①,专用设备,42.78,38.28,39.3,39.8,11.31%,1.16,-95.16%,-5348手,40.05,15.9万手,17.9万手,0.89,11手,2900手,6.46,5.36亿,227亿元,5.36亿,227亿元,6.77%,-4.53%,15.02%,33.57%
114,'603893,瑞芯微,193,6.51%,11.8,24.0万手,2138手,193,193.01,0.02%,5.70%,45.2亿,61.71 ①,数字芯片设计,193.84,179.76,181.2,181.2,7.77%,2.16,53.41%,627手,188.31,9.14万手,14.8万手,0.62,636手,241手,17.21,4.21亿,813亿元,4.21亿,812亿元,10.29%,5.63%,11.66%,18.91%
115,'688328,深科达,74.35,6.49%,4.53,11.4万手,1089手,74.3,74.35,0.20%,12.12%,8.13亿,64.86 ①,专用设备,74.38,66.06,68.02,69.82,11.92%,0.98,-87.68%,-613手,71.01,5.90万手,5.54万手,1.07,9手,536手,8.21,9446万,70.2亿元,9446万,70.2亿元,12.48%,5.75%,35.34%,73.91%
116,'603360,百傲化学,24,6.43%,1.45,43.1万手,5082手,23.99,24,0.00%,6.10%,10.1亿,213.70 ①,农化制品,24.04,22.65,23.11,22.55,6.16%,1.89,-78.91%,-7835手,23.39,20.9万手,22.1万手,0.95,241手,7306手,12.02,7.06亿,169亿元,7.06亿,169亿元,9.34%,21.21%,11.63%,22.23%
117,'688584,上海合晶,26.8,6.39%,1.61,25.6万手,5368手,26.8,26.81,0.15%,7.46%,6.56亿,357.24 ①,半导体,26.94,23.88,25,25.19,12.15%,1.43,66.37%,922手,25.62,12.5万手,13.1万手,0.96,59手,28手,4.29,6.69亿,179亿元,3.43亿,92.0亿元,2.06%,-3.74%,17.45%,33.58%
118,'688290,景业智能,76.49,6.37%,4.58,3.52万手,232手,76.49,76.5,0.08%,3.44%,2.62亿,亏损 ①,机器人,77.16,71.82,71.91,71.91,7.43%,1.52,12.10%,18手,74.35,1.42万手,2.10万手,0.68,29手,4手,5.83,1.02亿,78.2亿元,1.02亿,78.2亿元,12.47%,14.94%,8.55%,14.75%
119,'688301,奕瑞科技,153.95,6.30%,9.12,11.3万手,686手,153.95,153.96,0.29%,5.34%,16.9亿,45.53 ①,医疗器械,156,145,148,144.83,7.60%,1.31,-55.42%,-278手,150.06,5.00万手,6.29万手,0.79,50手,2手,5.23,2.11亿,326亿元,2.11亿,326亿元,16.19%,34.42%,17.30%,25.72%
120,'688082,盛美上海,196.8,6.27%,11.62,15.4万手,771手,196.58,196.8,-0.05%,3.22%,29.3亿,227.67 ①,半导体设备,199.97,179.3,182.98,185.18,11.16%,1.34,-25.64%,-75手,190.76,6.71万手,8.66万手,0.78,41手,46手,6.93,4.83亿,950亿元,4.77亿,940亿元,12.39%,18.39%,8.67%,15.20%
121,'600710,苏美达,12.31,6.21%,0.72,26.9万手,1484手,12.3,12.31,0.00%,2.06%,3.23亿,12.93 ①,贸易Ⅱ,12.45,11.49,11.6,11.59,8.28%,1.31,-82.14%,-3329手,12.01,9.42万手,17.5万手,0.54,271手,563手,1.88,13.1亿,161亿元,13.1亿,161亿元,1.82%,-0.81%,4.53%,9.94%
122,'688783,西安奕材-U,35.6,6.21%,2.08,44.1万手,5392手,35.6,35.62,0.06%,23.83%,15.1亿,亏损 ①,半导体,36.44,32,32.9,33.52,13.25%,1.28,-6.88%,-152手,34.21,20.7万手,23.4万手,0.88,292手,48手,11.72,40.4亿,1437亿元,1.85亿,65.9亿元,4.40%,4.55%,58.48%,117.16%
123,'603391,XD力聚热,66.8,6.18%,3.89,3.17万手,264手,66.79,66.8,0.01%,13.95%,2.08亿,405.89 ①,专用设备,66.95,62.4,63,62.91,7.23%,3.42,23.06%,97手,65.42,1.10万手,2.08万手,0.53,14手,96手,2.68,9100万,60.8亿元,2275万,15.2亿元,8.02%,1.29%,21.22%,34.33%
124,'688591,泰凌微,38.52,6.06%,2.2,11.4万手,1983手,38.52,38.53,0.05%,6.78%,4.25亿,279.72 ①,数字芯片设计,38.57,35.8,36.19,36.32,7.63%,1.85,80.83%,3667手,37.26,5.10万手,6.32万手,0.81,117手,65手,3.78,2.41亿,92.7亿元,1.68亿,64.9亿元,6.35%,4.93%,14.81%,25.05%
125,'688551,科威尔,70.08,6.04%,3.99,8.17万手,514手,70.08,70.1,-0.33%,9.72%,5.80亿,201.88 ①,电力设备,74,67.66,67.66,66.09,9.59%,0.89,-69.58%,-114手,70.97,3.95万手,4.22万手,0.93,3手,12手,4.48,8407万,58.9亿元,8407万,58.9亿元,1.23%,15.91%,31.36%,64.57%
126,'603956,威派格,6.2,5.98%,0.35,32.4万手,4168手,6.2,6.21,0.00%,5.69%,1.99亿,亏损 ①,专用设备,6.33,5.82,5.85,5.85,8.72%,3.75,-20.33%,-1715手,6.15,16.4万手,16.1万手,1.02,143手,1365手,1.92,5.70亿,35.3亿元,5.70亿,35.3亿元,7.45%,3.33%,9.43%,13.27%
127,'688630,芯碁微装,279.3,5.95%,15.69,6.14万手,628手,279.26,279.3,0.19%,4.66%,16.5亿,84.87 ①,专用设备,279.38,255.5,267.88,263.61,9.06%,0.89,-30.47%,-22手,268.83,2.57万手,3.57万手,0.72,2手,16手,15.21,1.32亿,368亿元,1.32亿,368亿元,4.56%,4.83%,15.12%,30.90%
128,'688369,致远互联,25.1,5.91%,1.4,5.62万手,720手,25.1,25.11,0.08%,4.88%,1.37亿,亏损 ①,软件开发,25.13,23.56,23.65,23.7,6.62%,1.35,-13.97%,-47手,24.44,2.68万手,2.95万手,0.91,18手,45手,3.79,1.15亿,28.9亿元,1.15亿,28.9亿元,4.58%,-0.44%,12.18%,22.97%
129,'688515,裕太微-U,225.03,5.90%,12.54,6.74万手,936手,225.02,225.03,0.01%,13.53%,14.8亿,亏损 ①,半导体,228.8,212.38,212.38,212.49,7.73%,1.05,-14.08%,-46手,220.24,3.29万手,3.45万手,0.95,3手,3手,12.27,8000万,180亿元,4982万,112亿元,7.11%,6.88%,36.43%,77.76%
130,'603778,国晟科技,23.78,5.88%,1.32,43.9万手,1.55万手,23.77,23.78,0.00%,6.83%,10.2亿,亏损 ①,电力设备,23.79,22.8,23.48,22.46,4.41%,0.7,-81.36%,-7282手,23.34,20.2万手,23.6万手,0.86,75手,5413手,55.6,6.60亿,157亿元,6.43亿,153亿元,5.55%,-2.10%,21.18%,55.38%
131,'688805,健信超导,57.31,5.86%,3.17,6.90万手,521手,57.3,57.31,-0.26%,21.88%,3.93亿,103.72 ①,医疗器械,59.49,54.37,54.42,54.14,9.46%,2.11,-30.84%,-30手,56.95,2.90万手,4.00万手,0.72,19手,5手,7.71,1.68亿,96.1亿元,3152万,18.1亿元,11.78%,1.04%,40.62%,73.75%
132,'603693,江苏新能,17.38,5.78%,0.95,53.0万手,4697手,17.38,17.39,-0.06%,5.94%,9.01亿,35.38 ①,电力,18,16.11,16.59,16.43,11.50%,1.8,-50.45%,-3441手,17,24.6万手,28.4万手,0.86,390手,1202手,2.16,8.91亿,155亿元,8.91亿,155亿元,11.91%,10.35%,10.29%,22.50%
133,'688401,路维光电,71.17,5.75%,3.87,9.33万手,662手,71.15,71.17,-0.01%,4.83%,6.42亿,50.43 ①,半导体,71.27,66.14,66.73,67.3,7.62%,1.03,-73.64%,-300手,68.85,3.99万手,5.34万手,0.75,35手,24手,8.22,1.93亿,138亿元,1.93亿,138亿元,2.18%,1.69%,15.83%,28.30%
134,'600415,小商品城,14.22,5.72%,0.77,206万手,1.47万手,14.22,14.23,0.07%,3.76%,29.1亿,19.68 ①,商贸零售,14.33,13.4,13.4,13.45,6.91%,1.49,3.27%,1522手,14.09,79.6万手,127万手,0.63,5958手,3294手,3.27,54.8亿,780亿元,54.8亿,780亿元,5.10%,7.89%,9.57%,16.40%
135,'688036,传音控股,66.02,5.72%,3.57,31.2万手,1855手,66.02,66.03,0.02%,2.71%,20.3亿,27.13 ①,消费电子,66.1,62.65,62.82,62.45,5.52%,1.88,9.71%,192手,65.19,14.0万手,17.2万手,0.81,214手,194手,3.58,11.5亿,760亿元,11.5亿,760亿元,10.92%,11.31%,6.58%,9.89%
136,'601975,招商南油,5.01,5.70%,0.27,373万手,2.15万手,5.01,5.02,0.20%,7.96%,18.5亿,13.57 ①,航运港口,5.11,4.72,4.8,4.74,8.23%,0.88,-27.41%,-1.37万手,4.96,189万手,183万手,1.03,3433手,7550手,1.96,46.8亿,234亿元,46.8亿,234亿元,-6.36%,5.25%,27.65%,53.24%
137,'603496,恒为科技,31.99,5.68%,1.72,30.3万手,4946手,31.98,31.99,0.13%,9.45%,9.50亿,440.24 ①,计算机,32.18,29.73,30.21,30.27,8.09%,1.59,25.03%,1109手,31.39,11.7万手,18.5万手,0.63,143手,126手,7.35,3.20亿,102亿元,3.20亿,102亿元,3.19%,0.98%,19.59%,39.13%
138,'601991,大唐发电,8.38,5.67%,0.45,1291万手,56.6万手,8.38,8.39,-0.71%,10.41%,107亿,13.40 ①,电力,8.64,7.75,7.93,7.93,11.22%,1.18,90.60%,53.7万手,8.27,591万手,700万手,0.84,1.05万手,2371手,4.21,185亿,1551亿元,124亿,1039亿元,16.39%,37.60%,32.21%,54.66%
139,'688605,先锋精科,81.38,5.67%,4.37,11.6万手,725手,81.38,81.39,-0.20%,10.70%,9.20亿,166.21 ①,半导体设备,81.88,74.51,75.05,77.01,9.57%,1.14,-48.10%,-140手,79.31,4.72万手,6.87万手,0.69,55手,24手,9.86,2.02亿,165亿元,1.08亿,88.2亿元,11.53%,16.98%,36.23%,57.58%
140,'603002,宏昌电子,15.83,5.67%,0.85,79.2万手,6441手,15.82,15.83,0.00%,6.98%,12.2亿,9579.11 ①,电子化学品Ⅱ,16,14.47,14.73,14.98,10.21%,0.89,-29.99%,-1490手,15.39,36.6万手,42.6万手,0.86,738手,786手,5.19,11.3亿,180亿元,11.3亿,180亿元,-3.18%,3.40%,23.44%,46.39%
141,'688072,拓荆科技,554.93,5.66%,29.72,8.35万手,851手,554.9,554.93,0.01%,2.95%,45.3亿,68.73 ①,半导体设备,562.78,508,525.21,525.21,10.43%,1.15,18.75%,31手,542.58,3.86万手,4.49万手,0.86,10手,2手,21.62,2.83亿,1569亿元,2.83亿,1569亿元,12.56%,10.07%,9.85%,15.85%
142,'688291,金橙子,53.62,5.61%,2.85,5.73万手,751手,53.62,53.63,-0.07%,5.58%,2.99亿,25.97 ①,软件开发,53.87,49.79,50.27,50.77,8.04%,1.64,-25.28%,-84手,52.22,2.65万手,3.08万手,0.86,1手,53手,5.43,1.03亿,55.0亿元,1.03亿,55.0亿元,12.15%,9.67%,16.75%,22.64%
143,'688496,*ST清越,1.51,5.59%,0.08,27.1万手,7527手,1.5,1.51,0.67%,11.40%,4034万,亏损 ①,LED,1.59,1.41,1.41,1.43,12.59%,2,-1.86%,-250手,1.49,13.3万手,13.8万手,0.97,844手,2271手,0.76,4.50亿,6.79亿元,2.38亿,3.59亿元,-31.98%,-65.29%,38.86%,39.97%
144,'688768,容知日新,47.08,5.58%,2.49,2.80万手,389手,47.07,47.08,0.06%,3.21%,1.29亿,亏损 ①,通用设备,47.29,43.53,44.59,44.59,8.43%,1.85,52.51%,150手,46.03,1.24万手,1.56万手,0.79,15手,34手,3.83,8799万,41.4亿元,8726万,41.1亿元,12.93%,8.08%,7.50%,11.89%
145,'688322,奥比中光-W,100.71,5.57%,5.31,23.7万手,1932手,100.7,100.71,0.00%,7.44%,23.6亿,325.84 ①,光学元件,102.68,94.05,94.93,95.4,9.05%,1.67,-41.82%,-342手,99.53,12.2万手,11.5万手,1.06,2手,467手,13.49,4.01亿,404亿元,3.19亿,321亿元,18.61%,15.52%,21.46%,29.75%
146,'603271,永杰新材,49.24,5.48%,2.56,4.06万手,274手,49.24,49.25,-0.02%,4.30%,1.95亿,20.30 ①,有色金属,49.8,46.25,46.56,46.68,7.60%,1.1,-50.20%,-250手,48,1.97万手,2.09万手,0.94,5手,180手,3.18,1.97亿,96.9亿元,9458万,46.6亿元,0.74%,-2.67%,10.71%,23.83%
147,'688530,欧莱新材,57.95,5.46%,3,11.8万手,2980手,57.95,57.96,0.12%,16.92%,6.52亿,56.99 ①,半导体,57.95,52.55,54.49,54.95,9.83%,1.03,-44.32%,-438手,55.26,5.37万手,6.44万手,0.83,49手,3手,10.95,1.60亿,92.7亿元,6978万,40.4亿元,6.68%,-2.29%,44.04%,99.26%
148,'688352,颀中科技,15.74,5.43%,0.81,30.2万手,3490手,15.73,15.74,-0.38%,8.24%,4.60亿,亏损 ①,半导体,15.81,14.6,14.8,14.93,8.10%,0.85,71.60%,860手,15.25,12.4万手,17.8万手,0.7,334手,10手,3.21,11.9亿,187亿元,3.66亿,57.6亿元,5.28%,13.89%,26.22%,56.94%
149,'688456,有研粉材,86.77,5.39%,4.44,7.58万手,426手,86.75,86.77,0.14%,7.32%,6.42亿,74.23 ①,有色金属,87.34,80.81,81.5,82.33,7.93%,1.01,-49.07%,-69手,84.71,3.38万手,4.20万手,0.81,2手,7手,6.99,1.04亿,89.9亿元,1.04亿,89.9亿元,5.37%,6.47%,19.91%,43.60%
150,'688019,安集科技,304,5.35%,15.44,8.51万手,1024手,304,304.01,-0.16%,4.86%,24.8亿,64.04 ①,电子化学品Ⅱ,305.88,278.1,286,288.56,9.63%,1.11,-5.23%,-3手,291.81,4.06万手,4.45万手,0.91,13手,2手,11.59,1.75亿,532亿元,1.75亿,532亿元,12.18%,12.51%,14.72%,26.84%
151,'688593,新相微,41,5.34%,2.08,22.6万手,858手,40.99,41,0.47%,7.01%,9.10亿,877.34 ①,数字芯片设计,41.5,38.32,38.92,38.92,8.17%,1.69,-46.26%,-535手,40.19,9.71万手,12.9万手,0.75,77手,595手,12.12,4.60亿,188亿元,3.23亿,132亿元,5.10%,3.07%,16.24%,27.83%
152,'600239,ST云城,1.58,5.33%,0.08,35.9万手,1手,1.58,--,0.00%,2.23%,5581万,亏损 ①,商业地产,1.58,1.48,1.49,1.5,6.67%,0.94,100.00%,2.65万手,1.56,12.2万手,23.6万手,0.52,7007手,0手,2.51,16.1亿,25.4亿元,16.1亿,25.4亿元,-2.47%,-5.39%,6.67%,14.16%
153,'688548,广钢气体,34.78,5.33%,1.76,43.2万手,3165手,34.78,34.79,-0.03%,6.25%,14.4亿,124.99 ①,电子化学品Ⅱ,34.96,31.11,32.54,33.02,11.66%,1.08,-33.56%,-636手,33.28,18.5万手,24.7万手,0.75,117手,160手,7.53,13.2亿,459亿元,6.91亿,240亿元,15.74%,21.82%,20.14%,35.25%
154,'603171,税友股份,59.97,5.32%,3.03,7.12万手,545手,59.97,59.98,0.02%,1.75%,4.21亿,194.78 ①,IT服务Ⅲ,60.2,56.8,57,56.94,5.97%,1.22,-37.12%,-568手,59.14,2.98万手,4.15万手,0.72,357手,142手,9.46,4.06亿,244亿元,4.06亿,243亿元,4.60%,-3.26%,3.96%,8.92%
