序,代码,名称,最新,涨幅,涨跌,成交量,现量,买一价,卖一价,涨速,换手,成交额,市盈率,所属行业,最高,最低,开盘,昨收,振幅,量比,委比,委差,均价,内盘,外盘,内外比,买一量,卖一量,市净率,总股本,总市值,流通股本,流通市值,3日涨幅,6日涨幅,3日换手,6日换手
863,'300626,华瑞股份,31.7,-2.46%,-0.8,7.13万手,1969手,31.69,31.7,0.57%,3.97%,2.27亿,209.48 ①,电力设备,32.64,31.37,32.64,32.5,3.91%,0.51,-3.69%,-16手,31.84,3.86万手,3.27万手,1.18,50手,55手,10.72,1.80亿,57.1亿元,1.80亿,57.0亿元,-7.31%,7.46%,17.30%,42.73%
864,'300625,三雄极光,12.16,0.91%,0.11,2.63万手,285手,12.15,12.16,0.08%,1.63%,3181万,亏损 ①,照明设备Ⅱ,12.19,11.94,12.11,12.05,2.07%,0.78,-64.53%,-1266手,12.07,1.26万手,1.38万手,0.91,146手,28手,1.76,2.79亿,34.0亿元,1.62亿,19.7亿元,-0.49%,0.33%,6.68%,12.02%
865,'300623,捷捷微电,32.84,4.52%,1.42,42.3万手,5818手,32.84,32.85,0.03%,5.51%,13.7亿,68.15 ①,分立器件,32.96,31.9,31.98,31.42,3.37%,1.15,1.40%,53手,32.39,21.6万手,20.7万手,1.04,64手,979手,4.46,8.32亿,273亿元,7.67亿,252亿元,4.22%,6.69%,14.21%,29.41%
866,'300622,博士眼镜,28.45,-0.25%,-0.07,13.8万手,1852手,28.45,28.46,-0.04%,8.84%,3.89亿,40.61 ①,商贸零售,28.77,27.71,28.2,28.52,3.72%,0.97,-6.79%,-146手,28.22,7.63万手,6.14万手,1.24,230手,57手,6.85,2.28亿,64.8亿元,1.56亿,44.3亿元,9.34%,10.23%,33.06%,54.37%
867,'300621,维业股份,8.8,-1.12%,-0.1,3.60万手,360手,8.8,8.83,-0.23%,1.78%,3181万,亏损 ①,建筑装饰,8.99,8.69,8.9,8.9,3.37%,0.8,14.81%,128手,8.83,1.80万手,1.81万手,1,109手,1手,3.41,2.08亿,18.3亿元,2.03亿,17.8亿元,-1.35%,-3.51%,6.48%,12.97%
868,'300618,寒锐钴业,41.76,-1.18%,-0.5,6.64万手,750手,41.76,41.77,-0.05%,2.44%,2.76亿,49.94 ①,钴,42.3,41.09,42.21,42.26,2.86%,0.54,0.19%,0手,41.51,3.68万手,2.96万手,1.25,208手,8手,2.33,3.10亿,129亿元,2.72亿,114亿元,-2.09%,-11.75%,7.92%,25.05%
869,'300617,安靠智电,66.28,4.53%,2.87,12.2万手,889手,66.28,66.3,0.06%,8.76%,7.94亿,56.13 ①,电力设备,67.1,61.73,62.85,63.41,8.47%,0.83,78.85%,522手,65.2,5.04万手,7.14万手,0.71,6手,5手,3.63,1.66亿,110亿元,1.39亿,92.1亿元,2.78%,2.84%,23.92%,61.80%
870,'300616,尚品宅配,18.48,20.00%,3.08,22.7万手,4558手,18.48,--,0.00%,14.63%,3.91亿,亏损 ①,定制家居,18.48,15.4,15.63,15.4,20.00%,1.52,100.00%,4.00万手,17.2,10.0万手,12.7万手,0.79,3.93万手,0手,1.44,2.25亿,41.5亿元,1.55亿,28.7亿元,20.31%,5.06%,29.29%,62.80%
871,'300615,欣天科技,15.17,0.93%,0.14,9.21万手,803手,15.16,15.17,0.07%,6.09%,1.38亿,亏损 ①,通信设备,15.2,14.73,14.9,15.03,3.13%,1.2,-6.51%,-70手,14.96,4.55万手,4.66万手,0.98,392手,69手,6.22,1.93亿,29.3亿元,1.51亿,22.9亿元,4.33%,4.05%,19.48%,31.40%
872,'300614,百川畅银,13.43,-1.61%,-0.22,2.48万手,635手,13.43,13.45,-0.15%,1.54%,3327万,亏损 ①,环保,13.71,13.2,13.69,13.65,3.74%,0.78,-11.70%,-79手,13.43,1.21万手,1.26万手,0.96,61手,10手,2.98,1.60亿,21.5亿元,1.60亿,21.5亿元,0.07%,-3.66%,6.03%,11.40%
873,'300613,富瀚微,63.47,0.27%,0.17,17.1万手,1901手,63.46,63.47,0.03%,7.79%,10.6亿,43.42 ①,数字芯片设计,63.6,60.7,62.36,63.3,4.58%,0.9,-51.70%,-513手,61.98,8.34万手,8.77万手,0.95,70手,274手,5.07,2.33亿,148亿元,2.20亿,139亿元,2.35%,2.21%,25.91%,51.28%
874,'300612,宣亚国际,15.31,1.06%,0.16,6.92万手,558手,15.31,15.32,0.07%,3.85%,1.06亿,亏损 ①,营销代理,15.55,15,15.15,15.15,3.63%,1.15,-5.18%,-58手,15.3,3.49万手,3.43万手,1.02,71手,184手,6.45,1.80亿,27.6亿元,1.80亿,27.5亿元,3.45%,-2.30%,10.84%,20.54%
875,'300610,晨化股份,12.09,-1.47%,-0.18,5.25万手,644手,12.09,12.1,-0.25%,3.17%,6347万,24.89 ①,化学制品,12.3,11.93,12.26,12.27,3.02%,0.81,-61.66%,-505手,12.09,2.54万手,2.71万手,0.94,68手,34手,2.2,2.13亿,25.7亿元,1.66亿,20.0亿元,-1.31%,-3.20%,14.85%,22.70%
876,'300609,汇纳科技,40.95,0.34%,0.14,2.72万手,279手,40.9,40.95,0.12%,2.27%,1.11亿,亏损 ①,IT服务Ⅲ,41.68,40.24,40.9,40.81,3.53%,0.62,-12.35%,-20手,40.87,1.31万手,1.41万手,0.93,19手,44手,5.36,1.20亿,49.2亿元,1.20亿,49.1亿元,-0.12%,-4.28%,8.38%,20.43%
877,'300607,拓斯达,34.34,4.19%,1.38,42.4万手,3830手,34.34,34.35,0.03%,12.57%,14.4亿,85.16 ①,机器人,34.5,32.71,33,32.96,5.43%,1.02,-0.94%,-66手,33.83,18.0万手,24.4万手,0.74,314手,1771手,5.61,4.77亿,164亿元,3.37亿,116亿元,9.50%,8.84%,38.07%,74.42%
878,'300606,金太阳,39.81,-0.25%,-0.1,10.6万手,1074手,39.8,39.81,-0.08%,9.05%,4.22亿,143.99 ①,磨具磨料,40.68,39.03,39.6,39.91,4.13%,1.01,35.56%,469手,39.68,5.34万手,5.31万手,1.01,878手,372手,8.02,1.38亿,55.1亿元,1.18亿,46.8亿元,4.21%,-0.72%,30.00%,54.05%
879,'300605,恒锋信息,12.83,-0.08%,-0.01,4.90万手,157手,12.83,12.84,0.00%,3.88%,6260万,亏损 ①,软件开发,13.17,12.53,12.78,12.84,4.98%,0.87,-47.53%,-491手,12.78,2.55万手,2.35万手,1.08,162手,195手,4.85,1.65亿,21.2亿元,1.26亿,16.2亿元,2.39%,-4.47%,15.65%,26.29%
880,'300603,立昂技术,12.03,5.71%,0.65,86.5万手,8739手,12.02,12.03,-0.17%,23.14%,10.4亿,亏损 ①,通信工程及服务,12.6,11.14,11.32,11.38,12.83%,2.41,-0.17%,-9手,11.96,39.8万手,46.7万手,0.85,759手,78手,4.43,4.65亿,55.9亿元,3.74亿,45.0亿元,16.91%,10.77%,50.53%,71.09%
881,'300602,飞荣达,39.47,1.75%,0.68,30.9万手,3507手,39.46,39.47,0.05%,7.81%,12.0亿,74.22 ①,消费电子,39.66,37.45,38.5,38.79,5.70%,1.11,-31.44%,-1128手,38.85,15.2万手,15.6万手,0.98,115手,1344手,5.53,5.82亿,230亿元,3.95亿,156亿元,5.65%,5.48%,23.04%,42.97%
882,'300601,康泰生物,14.12,0.93%,0.13,10.6万手,1098手,14.11,14.12,0.00%,1.17%,1.48亿,118.26 ①,疫苗,14.13,13.9,13.94,13.99,1.64%,0.53,25.01%,1397手,14.03,5.57万手,4.98万手,1.12,249手,700手,1.72,11.2亿,158亿元,9.00亿,127亿元,-2.75%,-9.31%,4.94%,12.29%
883,'300600,国瑞科技,12.22,-0.16%,-0.02,4.00万手,548手,12.21,12.22,-0.08%,1.36%,4858万,亏损 ①,国防军工,12.27,12.04,12.17,12.24,1.88%,0.71,-75.54%,-2267手,12.15,2.17万手,1.83万手,1.19,296手,22手,3,2.94亿,36.0亿元,2.94亿,36.0亿元,-1.13%,-6.36%,4.39%,10.94%
884,'300599,雄塑科技,11.46,-2.80%,-0.33,15.4万手,2592手,11.45,11.46,0.00%,8.21%,1.79亿,31.81 ①,建筑材料,12.2,11.35,11.9,11.79,7.21%,0.87,-72.25%,-2343手,11.6,7.53万手,7.90万手,0.95,50手,1559手,2.1,3.58亿,41.0亿元,1.88亿,21.5亿元,-4.58%,-15.98%,23.01%,55.63%
885,'300598,诚迈科技,39.75,2.50%,0.97,7.97万手,1084手,39.74,39.75,0.00%,3.67%,3.15亿,亏损 ①,软件开发,39.98,38.8,39.2,38.78,3.04%,1.05,-41.34%,-716手,39.58,3.56万手,4.41万手,0.81,309手,380手,6.11,2.17亿,86.3亿元,2.17亿,86.2亿元,2.58%,1.53%,9.53%,21.19%
886,'300597,吉大通信,10.28,1.18%,0.12,8.97万手,1534手,10.27,10.28,0.19%,3.31%,9174万,亏损 ①,通信工程及服务,10.36,10.02,10.1,10.16,3.35%,1.38,-5.54%,-201手,10.23,4.40万手,4.57万手,0.96,116手,757手,2.99,2.73亿,28.0亿元,2.71亿,27.9亿元,3.52%,2.29%,8.98%,15.29%
887,'300596,利安隆,46.06,0.66%,0.3,5.90万手,520手,46.06,46.07,0.02%,2.63%,2.71亿,20.03 ①,化学制品,46.51,45.31,45.85,45.76,2.62%,0.93,8.99%,25手,45.96,3.30万手,2.60万手,1.27,27手,44手,2.13,2.30亿,106亿元,2.25亿,103亿元,1.08%,2.26%,9.23%,16.80%
888,'300595,欧普康视,13.18,0.30%,0.04,5.63万手,1549手,13.18,13.19,-0.15%,0.84%,7416万,20.18 ①,医疗器械,13.27,13.07,13.17,13.14,1.52%,0.59,19.82%,395手,13.16,3.02万手,2.62万手,1.15,424手,61手,2.33,8.95亿,118亿元,6.68亿,88.1亿元,-2.44%,-7.83%,3.36%,7.97%
889,'300594,ST朗进,19.41,1.68%,0.32,2.47万手,258手,19.4,19.41,0.00%,2.71%,4737万,亏损 ①,轨交设备Ⅱ,19.55,18.88,18.99,19.09,3.51%,0.84,-24.44%,-165手,19.18,1.34万手,1.13万手,1.19,56手,90手,2.34,9187万,17.8亿元,9099万,17.7亿元,-2.36%,-3.43%,8.73%,18.96%
890,'300593,新雷能,31.33,1.33%,0.41,28.3万手,2668手,31.32,31.33,-0.03%,6.29%,8.76亿,亏损 ①,电力设备,31.56,30.12,30.88,30.92,4.66%,0.83,-43.85%,-563手,30.94,14.0万手,14.3万手,0.97,132手,61手,7.41,5.42亿,170亿元,4.50亿,141亿元,6.60%,8.37%,21.87%,44.19%
891,'300592,华凯易佰,13.41,0.90%,0.12,9.97万手,1001手,13.4,13.41,0.15%,2.86%,1.33亿,18.95 ①,互联网电商,13.55,13.01,13.31,13.29,4.06%,0.77,-9.19%,-68手,13.38,5.59万手,4.38万手,1.28,11手,47手,2.26,4.04亿,54.2亿元,3.49亿,46.8亿元,-8.28%,-9.27%,10.79%,21.53%
892,'300591,万里马,8.33,-0.48%,-0.04,14.8万手,1418手,8.33,8.34,0.00%,4.21%,1.22亿,299.90 ①,鞋帽及其他,8.43,8.2,8.38,8.37,2.75%,0.76,-12.84%,-671手,8.29,8.16万手,6.60万手,1.24,1197手,313手,19.77,4.06亿,33.8亿元,3.50亿,29.2亿元,1.59%,-2.00%,15.22%,31.87%
893,'300590,移为通信,15.23,1.53%,0.23,20.1万手,3082手,15.23,15.24,0.13%,5.61%,3.05亿,33.89 ①,通信设备,15.38,14.88,14.95,15,3.33%,0.8,-61.31%,-2750手,15.17,9.53万手,10.6万手,0.9,561手,1193手,3.71,4.62亿,70.4亿元,3.58亿,54.5亿元,1.33%,-0.98%,16.88%,40.84%
894,'300589,江龙船艇,15.37,-1.60%,-0.25,14.3万手,1154手,15.37,15.38,-0.07%,6.09%,2.18亿,453.34 ①,国防军工,15.6,15.03,15.5,15.62,3.65%,0.69,-16.64%,-652手,15.29,7.84万手,6.42万手,1.22,1390手,263手,8.35,3.78亿,58.0亿元,2.34亿,36.0亿元,-3.64%,-8.78%,17.96%,50.27%
895,'300588,熙菱信息,21.07,1.06%,0.22,2.65万手,240手,21.07,21.08,0.00%,1.50%,5557万,亏损 ①,计算机,21.21,20.66,20.93,20.85,2.64%,0.49,2.42%,8手,20.94,1.38万手,1.27万手,1.08,48手,13手,15.75,1.91亿,40.3亿元,1.77亿,37.3亿元,1.49%,-8.71%,6.19%,16.84%
896,'300587,天铁科技,5.8,-0.68%,-0.04,21.2万手,2820手,5.79,5.8,0.35%,2.01%,1.22亿,103.91 ①,橡胶,5.87,5.71,5.87,5.84,2.74%,0.8,21.19%,1061手,5.77,10.9万手,10.3万手,1.06,1103手,592手,3.36,13.0亿,75.3亿元,10.5亿,61.1亿元,-5.38%,-10.22%,7.38%,14.57%
897,'300586,美联新材,11.92,2.41%,0.28,25.0万手,2564手,11.92,11.93,0.00%,4.67%,2.94亿,1489.07 ①,改性塑料,12,11.5,11.65,11.64,4.30%,0.74,-48.12%,-2839手,11.78,12.3万手,12.7万手,0.96,174手,1202手,4.6,7.11亿,84.8亿元,5.35亿,63.7亿元,1.10%,-3.48%,15.62%,36.15%
898,'300585,奥联电子,22.9,-1.67%,-0.39,9.05万手,856手,22.9,22.91,-0.09%,5.29%,2.08亿,亏损 ①,底盘与发动机系统,23.76,22.47,23.76,23.29,5.54%,0.85,-11.26%,-100手,22.95,5.33万手,3.72万手,1.43,134手,425手,6.18,1.71亿,39.2亿元,1.71亿,39.2亿元,3.25%,8.22%,16.73%,36.47%
899,'300584,海辰药业,38.6,2.80%,1.05,2.25万手,215手,38.59,38.6,0.00%,2.74%,8611万,66.69 ①,化学制剂,38.77,37.22,37.5,37.55,4.13%,0.64,7.14%,48手,38.26,1.11万手,1.14万手,0.98,117手,177手,4.33,1.20亿,46.3亿元,8211万,31.7亿元,-0.52%,-9.60%,9.20%,24.06%
900,'300583,赛托生物,14.88,0.68%,0.1,3.92万手,355手,14.86,14.88,0.07%,2.10%,5814万,195.13 ①,化学制药,15.08,14.6,14.98,14.78,3.25%,1.05,-56.60%,-253手,14.85,1.93万手,1.99万手,0.97,28手,30手,1.6,1.90亿,28.2亿元,1.86亿,27.7亿元,-3.12%,-6.06%,6.74%,12.12%
901,'300582,英飞特,18.33,3.33%,0.59,30.4万手,2941手,18.33,18.34,0.16%,13.73%,5.56亿,162.85 ①,LED,18.88,17.13,17.52,17.74,9.86%,1.14,19.40%,989手,18.27,15.9万手,14.5万手,1.1,310手,831手,6.22,2.99亿,54.7亿元,2.22亿,40.6亿元,11.50%,13.43%,44.62%,73.89%
902,'300581,晨曦航空,12.55,1.37%,0.17,7.67万手,1339手,12.55,12.56,0.00%,1.40%,9558万,亏损 ①,国防军工,12.66,12.26,12.42,12.38,3.23%,0.53,-38.91%,-758手,12.45,4.31万手,3.36万手,1.28,3手,357手,7.54,5.50亿,69.0亿元,5.50亿,69.0亿元,-1.10%,-5.21%,4.28%,14.65%
903,'300580,贝斯特,26.67,-2.66%,-0.73,12.0万手,1040手,26.67,26.68,0.26%,2.55%,3.23亿,45.86 ①,底盘与发动机系统,27.67,26.3,27.5,27.4,5.00%,1.1,2.82%,24手,26.82,5.80万手,6.22万手,0.93,52手,4手,3.99,5.02亿,134亿元,4.73亿,126亿元,-1.91%,-9.69%,8.42%,14.08%
904,'300579,数字认证,26.82,2.37%,0.62,3.43万手,338手,26.82,26.83,-0.04%,1.32%,9150万,亏损 ①,软件开发,26.98,26.1,26.17,26.2,3.36%,1,10.51%,39手,26.66,1.49万手,1.94万手,0.77,79手,61手,9.15,2.70亿,72.4亿元,2.60亿,69.9亿元,2.84%,-3.28%,3.92%,7.88%
905,'300578,会畅科技,21.82,2.15%,0.46,7.77万手,643手,21.81,21.82,0.00%,3.92%,1.68亿,亏损 ①,通信应用增值服务,21.98,20.92,21.02,21.36,4.96%,0.9,-62.91%,-987手,21.63,3.75万手,4.03万手,0.93,90手,17手,3.75,1.98亿,43.3亿元,1.98亿,43.3亿元,6.13%,-2.15%,13.08%,25.81%
906,'300577,开润股份,19.82,0.66%,0.13,1.73万手,142手,19.8,19.82,0.30%,1.22%,3418万,12.03 ①,鞋帽及其他,20,19.57,19.59,19.69,2.18%,0.66,-12.05%,-20手,19.76,9044手,8258手,1.1,3手,37手,2.17,2.40亿,47.5亿元,1.42亿,28.2亿元,-0.90%,-5.26%,4.16%,10.43%
907,'300576,容大感光,45.99,1.37%,0.62,39.3万手,4257手,45.98,45.99,0.02%,17.06%,18.0亿,156.89 ①,电子化学品Ⅱ,47,43.82,44.15,45.37,7.01%,1.19,-47.81%,-916手,45.74,17.9万手,21.4万手,0.84,213手,187手,9.68,3.66亿,168亿元,2.30亿,106亿元,11.33%,18.62%,56.45%,88.58%
908,'300575,中旗股份,6.86,-0.15%,-0.01,16.1万手,1740手,6.86,6.87,-0.15%,4.71%,1.10亿,1215.80 ①,农化制品,6.92,6.77,6.88,6.87,2.18%,0.91,-52.03%,-2302手,6.84,7.71万手,8.42万手,0.92,182手,1621手,1.69,4.77亿,32.7亿元,3.43亿,23.5亿元,0.44%,-0.15%,19.65%,30.57%
909,'300573,兴齐眼药,66.7,-0.04%,-0.03,3.19万手,242手,66.7,66.71,0.09%,1.69%,2.13亿,19.91 ①,化学制剂,67.3,66.32,66.5,66.73,1.47%,0.62,47.48%,480手,66.76,1.77万手,1.43万手,1.24,427手,204手,7.52,2.46亿,164亿元,1.89亿,126亿元,0.53%,-4.58%,6.21%,15.24%
910,'300572,安车检测,34.19,2.43%,0.81,8.31万手,548手,34.19,34.2,-0.18%,4.59%,2.79亿,亏损 ①,检测服务,34.46,32.71,33.39,33.38,5.24%,0.89,3.93%,24手,33.53,4.15万手,4.17万手,0.99,2手,50手,4.87,2.29亿,78.3亿元,1.81亿,62.0亿元,-2.51%,-1.47%,15.71%,30.29%
911,'300571,平治信息,65.89,-3.95%,-2.71,32.6万手,4801手,65.89,65.91,0.00%,28.20%,22.3亿,470.81 ①,通信应用增值服务,73.34,65.03,69.02,68.6,12.11%,1.05,92.66%,1262手,68.48,16.5万手,16.2万手,1.02,146手,13手,7.45,1.40亿,91.9亿元,1.16亿,76.2亿元,-0.89%,14.29%,81.44%,162.50%
912,'300570,太辰光,155.2,-3.20%,-5.13,25.4万手,1685手,155.2,155.21,0.08%,13.21%,38.8亿,133.97 ①,通信设备,156.97,148,155,160.33,5.59%,0.8,24.03%,74手,152.79,13.4万手,12.0万手,1.11,12手,13手,19.93,2.27亿,353亿元,1.92亿,298亿元,-11.59%,-13.20%,44.27%,95.91%
913,'300569,天能重工,6.06,-0.33%,-0.02,20.7万手,1394手,6.06,6.07,-0.16%,2.03%,1.25亿,45.72 ①,电力设备,6.1,5.97,6.07,6.08,2.14%,0.61,-20.73%,-2818手,6.02,11.9万手,8.79万手,1.36,434手,388手,1.18,10.2亿,62.0亿元,10.2亿,61.8亿元,-0.82%,-3.66%,7.24%,18.65%
914,'300567,精测电子,187.5,4.82%,8.62,15.6万手,586手,187.5,187.55,0.10%,6.88%,28.3亿,307.01 ①,通用设备,189,171.44,172.76,178.88,9.82%,1.16,93.91%,463手,181.13,7.12万手,8.49万手,0.84,472手,8手,12.56,2.80亿,525亿元,2.27亿,426亿元,17.92%,20.19%,20.55%,36.57%
915,'300566,激智科技,20.2,1.56%,0.31,6.62万手,788手,20.2,20.21,0.00%,2.92%,1.32亿,23.24 ①,光学元件,20.26,19.66,19.97,19.89,3.02%,1.02,-30.58%,-954手,20,3.25万手,3.37万手,0.97,359手,27手,2.38,2.62亿,52.9亿元,2.27亿,45.8亿元,-0.64%,-2.27%,8.61%,17.21%
916,'300565,科信技术,15.43,-1.66%,-0.26,35.3万手,6168手,15.43,15.44,0.06%,15.48%,5.48亿,亏损 ①,通信设备,15.98,15.15,15.76,15.69,5.29%,0.75,55.93%,2752手,15.52,18.4万手,16.9万手,1.09,807手,234手,7.39,2.50亿,38.5亿元,2.28亿,35.2亿元,1.85%,19.52%,63.43%,118.48%
917,'300564,筑博设计,17.32,-3.51%,-0.63,4.35万手,101手,17.31,17.32,0.00%,3.85%,7616万,亏损 ①,建筑装饰,18.5,17.18,17.87,17.95,7.35%,0.72,-89.48%,-2516手,17.49,2.09万手,2.27万手,0.92,55手,2123手,2.25,1.61亿,27.9亿元,1.13亿,19.6亿元,-6.38%,2.49%,14.42%,30.74%
918,'300563,神宇股份,32.4,1.44%,0.46,3.93万手,542手,32.39,32.4,0.00%,3.07%,1.25亿,109.32 ①,通信设备,32.4,31.39,31.63,31.94,3.16%,0.93,-15.02%,-128手,31.91,1.91万手,2.01万手,0.95,109手,348手,5.12,1.82亿,59.0亿元,1.28亿,41.5亿元,0.53%,-4.17%,9.36%,19.57%
919,'300562,乐心医疗,13.8,0.66%,0.09,4.49万手,291手,13.79,13.8,0.15%,2.75%,6151万,23.52 ①,医疗器械,13.92,13.53,13.73,13.71,2.84%,0.84,51.07%,405手,13.71,2.28万手,2.21万手,1.03,15手,13手,2.84,2.19亿,30.2亿元,1.63亿,22.5亿元,-0.07%,-4.03%,9.25%,19.10%
920,'300561,*ST汇科,18.52,-1.28%,-0.24,4.29万手,1109手,18.51,18.52,-0.38%,1.78%,7975万,亏损 ①,软件开发,18.85,18.41,18.6,18.76,2.35%,0.55,10.13%,76手,18.6,2.56万手,1.73万手,1.49,74手,44手,10.47,3.28亿,60.8亿元,2.41亿,44.6亿元,0.60%,-0.80%,7.11%,17.95%
921,'300560,中富通,17.49,0.98%,0.17,12.5万手,1109手,17.48,17.49,0.06%,6.69%,2.18亿,124.27 ①,通信工程及服务,17.68,17,17.15,17.32,3.93%,1.04,5.22%,172手,17.43,5.90万手,6.60万手,0.89,175手,258手,4.52,2.30亿,40.2亿元,1.87亿,32.7亿元,6.32%,1.04%,22.32%,39.00%
922,'300559,佳发教育,13.6,-2.37%,-0.33,14.4万手,1125手,13.59,13.6,0.07%,4.61%,1.97亿,亏损 ①,软件开发,14.08,13.52,13.78,13.93,4.02%,0.63,21.60%,605手,13.74,7.51万手,6.85万手,1.1,104手,608手,4.63,4.00亿,54.3亿元,3.11亿,42.3亿元,1.49%,7.94%,18.98%,41.05%
923,'300558,贝达药业,48.71,-0.57%,-0.28,8.40万手,910手,48.7,48.71,0.02%,2.00%,4.11亿,21.72 ①,化学制剂,49.95,48.24,48.93,48.99,3.49%,0.72,-16.23%,-231手,48.95,4.46万手,3.94万手,1.13,45手,491手,3.02,4.21亿,205亿元,4.19亿,204亿元,-2.77%,-8.66%,7.10%,15.93%
924,'300557,理工光科,39.2,1.16%,0.45,4.99万手,835手,39.2,39.21,0.03%,4.18%,1.94亿,135.62 ①,通用设备,39.54,38.47,38.67,38.75,2.76%,1,-5.79%,-35手,38.97,2.42万手,2.58万手,0.94,156手,25手,4.67,1.21亿,47.4亿元,1.19亿,46.8亿元,3.29%,0.62%,11.80%,25.13%
925,'300556,丝路视觉,22.44,2.19%,0.48,18.5万手,1469手,22.43,22.44,-0.40%,17.02%,4.12亿,58.15 ①,软件开发,22.89,21.48,21.48,21.96,6.42%,2.85,-8.92%,-29手,22.29,9.04万手,9.43万手,0.96,2手,29手,6.78,1.22亿,27.3亿元,1.09亿,24.3亿元,11.20%,7.37%,35.29%,46.89%
926,'300555,ST路通,14.08,-0.14%,-0.02,2.09万手,53手,14.06,14.08,0.00%,1.05%,2951万,亏损 ①,通信设备,14.48,13.98,14.1,14.1,3.55%,0.82,66.86%,686手,14.15,1.23万手,8583手,1.43,257手,32手,6.83,2.00亿,28.2亿元,1.98亿,27.9亿元,-0.98%,-2.63%,3.17%,7.51%
927,'300554,三超新材,26.74,-0.37%,-0.1,4.81万手,392手,26.74,26.75,-0.45%,6.09%,1.29亿,亏损 ①,磨具磨料,29,26.22,26.97,26.84,10.36%,1.04,56.21%,95手,26.76,2.39万手,2.43万手,0.98,1手,10手,6.17,1.14亿,30.5亿元,7909万,21.1亿元,-1.91%,-2.69%,17.44%,35.49%
928,'300553,集智股份,63.74,0.03%,0.02,4.94万手,1251手,63.74,63.75,0.00%,5.82%,3.10亿,267.90 ①,通用设备,64.5,61.3,63.89,63.72,5.02%,0.8,-36.67%,-178手,62.69,2.61万手,2.33万手,1.12,4手,128手,8.33,1.11亿,70.8亿元,8490万,54.1亿元,-1.61%,14.93%,18.88%,42.16%
929,'300551,古鳌科技,14.42,1.19%,0.17,6.58万手,964手,14.41,14.42,-0.07%,1.94%,9405万,亏损 ①,计算机,14.46,14.04,14.11,14.25,2.95%,0.62,-35.95%,-430手,14.3,3.22万手,3.36万手,0.96,13手,43手,16,3.40亿,49.0亿元,3.39亿,48.9亿元,-4.19%,-9.25%,6.84%,17.57%
930,'300550,和仁科技,13.9,0.58%,0.08,6.86万手,794手,13.9,13.92,0.22%,2.62%,9548万,亏损 ①,软件开发,14.17,13.68,13.86,13.82,3.55%,0.7,28.98%,213手,13.91,3.45万手,3.41万手,1.01,238手,89手,3.19,2.63亿,36.5亿元,2.62亿,36.5亿元,-0.07%,3.12%,10.47%,21.26%
931,'300549,优德精密,18.34,-1.82%,-0.34,3.83万手,348手,18.34,18.36,0.00%,3.79%,7075万,887.81 ①,专用设备,18.76,18.28,18.59,18.68,2.57%,1.53,-21.88%,-121手,18.47,1.83万手,2.00万手,0.92,156手,90手,4.43,1.33亿,24.5亿元,1.01亿,18.5亿元,1.33%,-1.50%,9.11%,16.22%
932,'300548,长芯博创,239.32,-5.02%,-12.66,19.5万手,1671手,239.3,239.32,0.03%,7.25%,46.5亿,134.12 ①,通信设备,249.97,229.88,249,251.98,7.97%,1.29,61.17%,110手,238.08,10.7万手,8.85万手,1.2,89手,0手,33.37,2.92亿,698亿元,2.69亿,644亿元,-10.36%,-13.19%,19.10%,35.32%
933,'300547,川环科技,44,7.84%,3.2,26.1万手,2276手,44,44.01,0.16%,14.62%,11.2亿,60.42 ①,底盘与发动机系统,44.3,40.58,41.3,40.8,9.12%,1.92,59.39%,453手,42.84,11.3万手,14.8万手,0.76,268手,26手,6.89,2.17亿,95.4亿元,1.78亿,78.4亿元,7.58%,6.02%,29.16%,52.65%
934,'300546,雄帝科技,20.92,0.10%,0.02,4.30万手,760手,20.91,20.92,0.00%,3.21%,8956万,亏损 ①,计算机,21.13,20.5,20.84,20.9,3.01%,0.6,2.39%,29手,20.81,2.31万手,2.00万手,1.15,122手,173手,3.48,1.87亿,39.0亿元,1.34亿,28.0亿元,-1.60%,-8.45%,11.58%,30.19%
935,'300545,联得装备,36.55,3.60%,1.27,14.5万手,2695手,36.55,36.56,0.03%,12.15%,5.23亿,62.35 ①,面板,37.19,34.5,34.93,35.28,7.62%,1.64,46.46%,354手,36.02,6.70万手,7.83万手,0.86,134手,19手,3.11,1.85亿,67.8亿元,1.20亿,43.7亿元,6.44%,4.58%,28.97%,49.21%
936,'300543,朗科智能,9.72,0.83%,0.08,5.32万手,431手,9.71,9.72,0.10%,2.12%,5162万,亏损 ①,家用电器,9.82,9.58,9.63,9.64,2.49%,1.06,-55.57%,-964手,9.71,2.52万手,2.80万手,0.9,122手,98手,2.11,3.06亿,29.8亿元,2.50亿,24.3亿元,2.10%,-1.72%,6.53%,12.18%
937,'300542,新晨科技,15.92,1.27%,0.2,3.36万手,462手,15.92,15.93,0.00%,1.36%,5331万,亏损 ①,软件开发,16.06,15.7,15.86,15.72,2.29%,0.61,-50.30%,-832手,15.89,1.53万手,1.82万手,0.84,99手,643手,8.91,2.99亿,47.5亿元,2.48亿,39.4亿元,0.82%,0.32%,4.00%,12.39%
938,'300540,蜀道装备,29.17,-0.34%,-0.1,12.8万手,2105手,29.16,29.17,-0.03%,6.19%,3.66亿,136.24 ①,专用设备,29.23,27.93,29.02,29.27,4.44%,0.65,-78.93%,-854手,28.59,6.54万手,6.26万手,1.04,45手,288手,5.85,2.30亿,67.0亿元,2.07亿,60.3亿元,-4.20%,-8.79%,23.93%,53.93%
