序,代码,名称,最新,涨幅,涨跌,成交量,现量,买一价,卖一价,涨速,换手,成交额,市盈率,所属行业,最高,最低,开盘,昨收,振幅,量比,委比,委差,均价,内盘,外盘,内外比,买一量,卖一量,市净率,总股本,总市值,流通股本,流通市值,3日涨幅,6日涨幅,3日换手,6日换手
2700,'000755,山西高速,5.24,1.16%,0.06,8.45万手,382手,5.23,5.24,0.00%,0.58%,4445万,17.09 ①,铁路公路,5.38,5.18,5.18,5.18,3.86%,0.66,-10.58%,-347手,5.26,4.07万手,4.38万手,0.93,31手,708手,1.37,14.7亿,76.9亿元,14.7亿,76.9亿元,-1.13%,4.80%,1.81%,4.92%
2701,'000753,漳州发展,6.28,-1.10%,-0.07,13.1万手,1617手,6.28,6.29,0.00%,1.32%,8232万,79.26 ①,综合,6.36,6.26,6.34,6.35,1.57%,0.48,31.01%,3432手,6.3,8.34万手,4.72万手,1.77,1615手,1673手,2.26,9.91亿,62.3亿元,9.91亿,62.3亿元,-2.48%,-7.92%,4.71%,15.00%
2702,'000752,*ST西发,9.35,5.06%,0.45,7.74万手,1101手,9.34,9.35,0.11%,2.93%,7146万,81.56 ①,食品饮料,9.35,8.84,8.92,8.9,5.73%,2.14,-3.93%,-121手,9.24,2.86万手,4.87万手,0.59,453手,1600手,3.97,2.64亿,24.7亿元,2.64亿,24.7亿元,2.41%,-0.95%,5.30%,9.80%
2703,'000751,锌业股份,5.59,-3.79%,-0.22,63.6万手,7715手,5.59,5.6,0.00%,4.51%,3.55亿,30.63 ①,有色金属,5.78,5.48,5.77,5.81,5.16%,0.77,5.50%,892手,5.57,37.5万手,26.1万手,1.44,653手,1965手,2.44,16.2亿,90.3亿元,14.1亿,78.8亿元,-9.11%,-13.33%,14.26%,33.93%
2704,'000750,国海证券,3.86,1.58%,0.06,48.7万手,6026手,3.85,3.86,0.26%,0.84%,1.87亿,23.99 ①,非银金融,3.87,3.79,3.79,3.8,2.11%,0.97,-25.97%,-1.84万手,3.83,19.2万手,29.5万手,0.65,9345手,2504手,1.08,63.9亿,247亿元,58.0亿,224亿元,-0.26%,-2.53%,2.36%,5.18%
2705,'000748,长城信息,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8.15亿,--,8.02亿,--,--,--,--,--
2706,'000739,普洛药业,16.4,-1.86%,-0.31,13.9万手,845手,16.4,16.41,-0.06%,1.20%,2.27亿,19.07 ①,化学制药,16.85,16.1,16.66,16.71,4.49%,0.68,27.60%,315手,16.38,8.75万手,5.11万手,1.71,410手,51手,2.9,11.6亿,190亿元,11.6亿,190亿元,-5.26%,-14.89%,4.34%,10.06%
2707,'000738,航发控制,21.44,1.13%,0.24,16.5万手,2002手,21.43,21.44,0.14%,1.26%,3.50亿,55.68 ①,国防军工,21.48,20.9,21.2,21.2,2.74%,0.52,10.85%,391手,21.19,8.40万手,8.12万手,1.03,279手,289手,2.24,13.2亿,282亿元,13.2亿,282亿元,-2.10%,-6.78%,5.18%,13.25%
2708,'000737,北方铜业,14.01,-0.99%,-0.14,35.4万手,2751手,14,14.01,0.00%,1.86%,4.93亿,10.85 ①,铜,14.13,13.76,14.07,14.15,2.61%,0.47,-9.02%,-597手,13.92,20.8万手,14.7万手,1.41,1408手,995手,3.59,19.0亿,267亿元,19.0亿,267亿元,-8.79%,-7.77%,7.95%,21.77%
2709,'000736,*ST中地,5.35,-0.56%,-0.03,5.67万手,1169手,5.35,5.36,0.00%,0.76%,3033万,290.91 ①,房地产开发,5.42,5.27,5.38,5.38,2.79%,0.86,50.76%,2992手,5.34,3.72万手,1.96万手,1.9,1346手,307手,3.3,7.47亿,40.0亿元,7.47亿,40.0亿元,-2.19%,-5.31%,2.30%,5.20%
2710,'000735,罗 牛 山,6.2,0.81%,0.05,15.0万手,2187手,6.2,6.21,-0.16%,1.30%,9203万,亏损 ①,养殖业,6.22,6.08,6.15,6.15,2.28%,0.72,-21.70%,-2545手,6.15,7.84万手,7.14万手,1.1,133手,1627手,1.71,11.5亿,71.4亿元,11.5亿,71.4亿元,-2.82%,-5.34%,4.47%,10.35%
2711,'000733,振华科技,46.91,4.38%,1.97,19.0万手,1561手,46.9,46.91,0.00%,3.43%,8.75亿,408.55 ①,国防军工,46.95,44.29,44.75,44.94,5.92%,1.4,1.03%,20手,46,7.70万手,11.3万手,0.68,206手,31手,1.65,5.54亿,260亿元,5.54亿,260亿元,1.71%,0.86%,7.90%,15.71%
2712,'000732,ST泰禾,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24.9亿,--,24.9亿,--,--,--,--,--
2713,'000731,四川美丰,6.4,-1.39%,-0.09,9.03万手,909手,6.39,6.4,0.31%,1.65%,5775万,亏损 ①,农化制品,6.5,6.34,6.49,6.49,2.47%,0.87,30.88%,1542手,6.39,5.96万手,3.08万手,1.93,391手,813手,0.92,5.49亿,35.1亿元,5.49亿,35.1亿元,-2.88%,-6.43%,5.22%,11.08%
2714,'000730,*ST环保,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2715,'000729,燕京啤酒,12.42,0.49%,0.06,28.5万手,2752手,12.42,12.43,0.00%,1.14%,3.55亿,33.06 ①,食品饮料,12.54,12.28,12.29,12.36,2.10%,0.85,62.96%,4650手,12.44,14.3万手,14.2万手,1,467手,502手,2.22,28.2亿,350亿元,25.1亿,312亿元,-0.40%,-3.72%,3.78%,7.80%
2716,'000728,国元证券,7.11,0.42%,0.03,40.1万手,2528手,7.11,7.12,-0.14%,0.92%,2.83亿,14.31 ①,非银金融,7.14,6.99,7.08,7.08,2.12%,0.99,-57.58%,-1.13万手,7.06,23.8万手,16.3万手,1.46,592手,3002手,0.8,43.6亿,310亿元,43.6亿,310亿元,-1.11%,-3.92%,2.82%,5.57%
2717,'000727,冠捷科技,2.87,0.70%,0.02,113万手,2.19万手,2.86,2.87,0.00%,2.49%,3.21亿,亏损 ①,面板,2.91,2.81,2.86,2.85,3.51%,0.81,-55.46%,-10.0万手,2.85,61.2万手,51.5万手,1.19,6780手,3.49万手,7.21,45.3亿,130亿元,45.3亿,130亿元,2.50%,0.70%,9.57%,17.88%
2718,'000726,鲁  泰Ａ,6.19,0.49%,0.03,8.09万手,172手,6.19,6.2,0.00%,1.37%,4979万,13.50 ①,棉纺,6.2,6.11,6.15,6.16,1.46%,0.82,-53.52%,-2309手,6.16,4.66万手,3.43万手,1.36,114手,934手,0.52,8.18亿,50.6亿元,5.89亿,36.5亿元,-1.75%,-6.50%,4.84%,9.76%
2719,'000723,美锦能源,4.11,0.98%,0.04,43.3万手,5482手,4.1,4.11,0.00%,0.98%,1.76亿,亏损 ①,焦炭Ⅱ,4.11,4.04,4.05,4.07,1.72%,0.68,-6.96%,-6589手,4.08,21.4万手,21.8万手,0.98,1892手,1.60万手,1.47,44.0亿,181亿元,44.0亿,181亿元,1.99%,-3.07%,3.45%,8.20%
2720,'000722,湖南发展,15.18,4.04%,0.59,30.2万手,4693手,15.17,15.18,-0.07%,6.52%,4.52亿,134.61 ①,水力发电,15.25,14.37,14.59,14.59,6.03%,0.75,-20.31%,-1469手,14.93,14.0万手,16.3万手,0.86,682手,611手,2.22,4.64亿,70.5亿元,4.64亿,70.5亿元,2.64%,3.90%,17.18%,50.14%
2721,'000721,西安饮食,6.63,-0.75%,-0.05,11.2万手,1168手,6.63,6.64,0.00%,2.18%,7411万,亏损 ①,酒店餐饮,6.72,6.51,6.68,6.68,3.14%,1.21,-15.00%,-897手,6.62,5.84万手,5.35万手,1.09,16手,726手,29.99,5.74亿,38.1亿元,5.12亿,34.0亿元,-5.29%,-9.67%,6.07%,11.23%
2722,'000720,新能泰山,5.34,-1.66%,-0.09,81.5万手,1.23万手,5.34,5.35,-0.19%,6.48%,4.31亿,亏损 ①,电力设备,5.43,5.21,5.41,5.43,4.05%,0.46,14.16%,3264手,5.29,43.2万手,38.2万手,1.13,5112手,2378手,3.57,12.6亿,67.1亿元,12.6亿,67.1亿元,-8.40%,-8.40%,27.31%,77.39%
2723,'000719,中原传媒,14.2,2.53%,0.35,6.54万手,597手,14.2,14.21,0.00%,0.98%,9111万,32.68 ①,出版,14.23,13.66,13.81,13.85,4.12%,1.06,16.64%,97手,13.94,3.21万手,3.33万手,0.96,28手,20手,1.17,10.2亿,145亿元,6.67亿,94.7亿元,1.57%,1.50%,2.91%,5.58%
2724,'000718,苏宁环球,2.06,0.98%,0.02,21.5万手,1819手,2.05,2.06,0.00%,0.94%,4396万,314.22 ①,房地产开发,2.06,2.03,2.04,2.04,1.47%,0.58,-15.91%,-9816手,2.05,9.43万手,12.0万手,0.78,9937手,5267手,0.68,30.3亿,62.5亿元,22.8亿,47.0亿元,0.00%,-5.07%,4.42%,9.07%
2725,'000717,中南股份,2.35,0.00%,0,12.6万手,1051手,2.35,2.36,-0.42%,0.52%,2959万,亏损 ①,钢铁,2.37,2.32,2.35,2.35,2.13%,0.6,-45.05%,-2.08万手,2.34,6.84万手,5.78万手,1.18,1840手,8335手,0.85,24.2亿,57.0亿元,24.2亿,57.0亿元,-2.08%,-4.86%,2.36%,4.89%
2726,'000716,黑芝麻,4.97,0.20%,0.01,16.2万手,1998手,4.97,4.98,0.00%,2.19%,8109万,28.43 ①,休闲食品,5.09,4.92,4.96,4.96,3.43%,0.48,27.83%,3240手,5,8.93万手,7.27万手,1.23,3802手,787手,1.48,7.53亿,37.4亿元,7.39亿,36.7亿元,-9.96%,-4.61%,11.05%,25.03%
2727,'000715,中兴商业,5.51,1.29%,0.07,7.57万手,1117手,5.5,5.51,0.00%,1.56%,4151万,36.07 ①,商贸零售,5.52,5.43,5.45,5.44,1.65%,0.47,5.32%,481手,5.48,3.48万手,4.10万手,0.85,1038手,914手,1.46,5.40亿,29.8亿元,4.86亿,26.8亿元,-3.67%,-6.29%,7.18%,18.21%
2728,'000713,国投丰乐,6.21,0.65%,0.04,3.97万手,279手,6.2,6.21,0.00%,0.65%,2454万,亏损 ①,农林牧渔,6.22,6.15,6.16,6.17,1.13%,0.55,-1.64%,-84手,6.18,1.79万手,2.18万手,0.82,953手,266手,1.58,7.98亿,49.6亿元,6.14亿,38.1亿元,-0.96%,-3.57%,2.82%,6.58%
2729,'000712,锦龙股份,10.86,0.18%,0.02,33.3万手,6250手,10.86,10.87,0.09%,3.71%,3.59亿,亏损 ①,非银金融,11.05,10.62,10.76,10.84,3.97%,0.62,52.88%,4109手,10.8,18.8万手,14.5万手,1.3,1527手,382手,3.64,8.96亿,97.3亿元,8.96亿,97.3亿元,-1.18%,-4.82%,12.31%,33.79%
2730,'000711,ST京蓝,6.09,-2.09%,-0.13,185万手,5.09万手,6.09,6.1,-0.16%,7.79%,11.6亿,483.40 ①,环保,6.53,5.95,6.2,6.22,9.32%,2.03,-33.20%,-1.25万手,6.27,94.1万手,91.4万手,1.03,1724手,2.17万手,27.16,29.5亿,180亿元,23.8亿,145亿元,-2.25%,2.35%,14.64%,26.98%
2731,'000710,贝瑞基因,10.46,-1.32%,-0.14,10.9万手,1235手,10.46,10.47,0.10%,3.30%,1.14亿,亏损 ①,诊断服务,10.68,10.32,10.5,10.6,3.40%,0.71,34.41%,1127手,10.51,6.34万手,4.53万手,1.4,327手,213手,2.54,3.54亿,37.0亿元,3.30亿,34.5亿元,1.55%,-8.33%,10.42%,26.54%
2732,'000709,河钢股份,2.26,0.89%,0.02,61.9万手,3.15万手,2.25,2.26,0.00%,0.60%,1.39亿,18.08 ①,板材,2.26,2.23,2.24,2.24,1.34%,0.61,6.80%,2.12万手,2.25,23.7万手,38.2万手,0.62,3.85万手,4.97万手,0.45,103亿,234亿元,103亿,234亿元,-1.74%,-5.44%,2.68%,5.54%
2733,'000708,中信特钢,14.66,0.27%,0.04,9.17万手,615手,14.66,14.67,-0.07%,0.18%,1.34亿,12.24 ①,特钢Ⅱ,14.85,14.52,14.7,14.62,2.26%,0.53,79.62%,1187手,14.66,4.80万手,4.38万手,1.1,687手,100手,1.66,50.5亿,740亿元,50.5亿,740亿元,-2.98%,-6.27%,0.86%,1.90%
2734,'000707,双环科技,5.61,0.18%,0.01,6.45万手,1778手,5.6,5.61,0.00%,1.17%,3595万,亏损 ①,化学原料,5.62,5.53,5.61,5.6,1.61%,0.67,-18.99%,-1284手,5.57,3.09万手,3.36万手,0.92,392手,1202手,1.19,5.85亿,32.8亿元,5.51亿,30.9亿元,-2.26%,-4.59%,4.56%,9.91%
2735,'000705,浙江震元,7.7,1.85%,0.14,5.29万手,334手,7.69,7.7,0.00%,1.88%,4059万,亏损 ①,医药流通,7.75,7.59,7.59,7.56,2.12%,0.78,-10.82%,-249手,7.67,2.20万手,3.09万手,0.71,213手,17手,1.32,3.34亿,25.7亿元,2.82亿,21.7亿元,-0.26%,-5.75%,6.27%,13.87%
2736,'000703,恒逸石化,14.75,0.27%,0.04,37.0万手,1805手,14.74,14.75,0.34%,0.97%,5.44亿,7.06 ①,石油石化,14.98,14.36,14.73,14.71,4.21%,0.82,17.63%,107手,14.71,19.3万手,17.6万手,1.1,6手,27手,2.13,38.2亿,564亿元,38.0亿,561亿元,-0.61%,-5.27%,3.19%,6.94%
2737,'000702,正虹科技,6.84,-1.30%,-0.09,8.97万手,1256手,6.83,6.84,0.29%,3.37%,6152万,亏损 ①,畜禽饲料,7.06,6.73,6.96,6.93,4.76%,0.82,-14.12%,-329手,6.86,4.75万手,4.23万手,1.12,20手,254手,7.15,3.47亿,23.7亿元,2.67亿,18.2亿元,-2.43%,-2.56%,12.77%,24.01%
2738,'000701,厦门信达,5.92,-0.67%,-0.04,9.75万手,812手,5.92,5.93,-0.17%,1.46%,5763万,91.98 ①,贸易Ⅱ,6.04,5.84,5.95,5.96,3.36%,0.62,-42.95%,-2290手,5.91,5.88万手,3.86万手,1.52,46手,2244手,-6.45,6.68亿,39.6亿元,6.68亿,39.5亿元,-2.15%,-3.74%,5.57%,13.24%
2739,'000700,模塑科技,13.91,-0.43%,-0.06,63.2万手,7386手,13.91,13.92,0.00%,6.88%,8.83亿,19.64 ①,车身附件及饰件,14.3,13.78,13.97,13.97,3.72%,0.87,63.28%,6335手,13.98,34.4万手,28.8万手,1.19,1544手,735手,3.22,9.18亿,128亿元,9.18亿,128亿元,6.59%,-2.73%,28.69%,46.48%
2740,'000699,S*ST佳纸,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2741,'000698,ST沈化,3.75,1.08%,0.04,4.70万手,610手,3.74,3.75,0.00%,0.60%,1762万,93.30 ①,石油石化,3.78,3.69,3.69,3.71,2.43%,0.62,8.22%,1095手,3.75,2.12万手,2.58万手,0.82,912手,232手,2.21,8.20亿,30.7亿元,7.86亿,29.5亿元,0.81%,-3.85%,2.09%,5.42%
2742,'000697,炼石航空,11.78,-0.84%,-0.1,30.4万手,1972手,11.77,11.78,0.00%,4.66%,3.52亿,3372.10 ①,国防军工,12.02,11.18,11.98,11.88,7.07%,1.02,-49.08%,-854手,11.58,15.8万手,14.7万手,1.08,197手,463手,4.88,14.0亿,164亿元,6.53亿,76.9亿元,-4.62%,-4.38%,16.33%,27.60%
2743,'000695,滨海能源,14.72,-0.07%,-0.01,18.7万手,2260手,14.72,14.73,-0.14%,8.43%,2.78亿,亏损 ①,电力设备,15.52,14.43,14.86,14.73,7.40%,1.07,55.32%,1238手,14.88,9.70万手,9.00万手,1.08,54手,22手,11.41,2.32亿,34.1亿元,2.22亿,32.7亿元,2.08%,-2.19%,35.55%,47.98%
2744,'000693,华泽退,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5.43亿,--,2.58亿,--,--,--,--,--
2745,'000692,惠天热电,5.19,0.78%,0.04,11.9万手,766手,5.19,5.2,0.19%,2.24%,6131万,14.02 ①,电力,5.2,5.08,5.15,5.15,2.33%,0.51,-35.52%,-1590手,5.15,5.34万手,6.57万手,0.81,331手,1384手,14.91,5.33亿,27.7亿元,5.33亿,27.7亿元,-1.89%,-0.57%,9.05%,24.27%
2746,'000691,*ST亚太,8.31,0.12%,0.01,6.29万手,337手,8.31,8.32,0.00%,1.94%,5173万,280.07 ①,化学原料,8.38,8.06,8.24,8.3,3.86%,0.72,2.65%,49手,8.23,2.86万手,3.43万手,0.83,221手,155手,8.86,4.85亿,40.3亿元,3.23亿,26.9亿元,-2.00%,4.92%,7.37%,15.39%
2747,'000690,宝新能源,5.73,1.06%,0.06,124万手,1.56万手,5.73,5.74,0.00%,5.69%,7.06亿,10.06 ①,电力,5.79,5.53,5.63,5.67,4.59%,0.8,-1.57%,-875手,5.7,61.1万手,62.8万手,0.97,5643手,6525手,0.95,21.8亿,125亿元,21.7亿,125亿元,3.06%,0.35%,18.14%,41.19%
2748,'000689,ST宏业,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2749,'000688,国城矿业,40.01,-3.57%,-1.48,30.8万手,1657手,40.01,40.02,0.02%,2.60%,12.2亿,33.56 ①,有色金属,41.4,38.6,41.01,41.49,6.75%,0.91,49.49%,386手,39.56,17.9万手,12.9万手,1.4,381手,50手,15.8,11.9亿,474亿元,11.9亿,474亿元,-3.85%,-9.15%,7.70%,16.87%
2750,'000687,华讯退,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7.66亿,--,7.52亿,--,--,--,--,--
2751,'000686,东北证券,8.27,1.47%,0.12,17.4万手,2777手,8.27,8.28,0.00%,0.74%,1.43亿,11.79 ①,非银金融,8.29,8.1,8.15,8.15,2.33%,0.53,33.74%,8558手,8.19,7.68万手,9.73万手,0.79,697手,1838手,0.94,23.4亿,194亿元,23.4亿,194亿元,-2.13%,-5.49%,3.48%,7.75%
2752,'000685,中山公用,12.9,5.91%,0.72,112万手,9474手,12.9,12.91,-0.46%,8.96%,14.0亿,8.16 ①,水务及水治理,13.04,11.93,11.94,12.18,9.11%,3.39,-60.00%,-4957手,12.41,52.3万手,60.1万手,0.87,179手,922手,0.99,14.8亿,190亿元,12.5亿,162亿元,13.96%,11.30%,17.64%,22.20%
2753,'000683,博源化工,7.74,-1.02%,-0.08,33.6万手,2629手,7.73,7.74,0.26%,1.01%,2.60亿,17.12 ①,化学原料,7.9,7.61,7.82,7.82,3.71%,0.73,14.98%,1237手,7.73,20.0万手,13.6万手,1.47,377手,911手,2.21,37.2亿,288亿元,33.4亿,259亿元,-7.53%,-9.68%,4.23%,7.88%
2754,'000682,东方电子,14.12,3.22%,0.44,46.9万手,5122手,14.12,14.13,0.00%,3.50%,6.54亿,20.07 ①,电力设备,14.17,13.48,13.56,13.68,5.04%,1.3,-3.20%,-541手,13.96,19.9万手,26.9万手,0.74,1523手,2044手,3.08,13.4亿,189亿元,13.4亿,189亿元,6.17%,4.28%,8.60%,16.90%
2755,'000681,视觉中国,22.5,1.90%,0.42,40.8万手,4187手,22.49,22.5,0.09%,6.04%,9.18亿,16.50 ①,数字媒体,22.83,21.8,21.88,22.08,4.66%,1.23,24.62%,1459手,22.47,19.8万手,21.0万手,0.94,2145手,878手,4.11,7.01亿,158亿元,6.76亿,152亿元,4.75%,-0.62%,16.60%,30.51%
