股票代码,股票名称,最低收盘价,最高收盘价,涨幅
605006.SH,山东玻纤,12.91,15.76,22.08%
300776.SZ,帝尔激光,104.75,127.86,22.06%
000048.SZ,京基智农,19.82,24.19,22.05%
300382.SZ,斯莱克,13.38,16.33,22.05%
603929.SH,亚翔集成,146.64,178.97,22.05%
301369.SZ,联动科技,120.20,146.69,22.04%
688192.SH,迪哲医药-U,50.26,61.33,22.03%
001331.SZ,胜通能源,47.09,57.46,22.02%
301265.SZ,华新科技,17.81,21.73,22.01%
002628.SZ,成都路桥,4.56,5.56,21.93%
300602.SZ,飞荣达,34.37,41.90,21.91%
301528.SZ,多浦乐,45.84,55.87,21.88%
603191.SH,望变电气,13.90,16.94,21.87%
688207.SH,格灵深瞳,17.73,21.60,21.83%
300828.SZ,锐新科技,15.03,18.31,21.82%
688103.SH,国力电子,65.41,79.68,21.82%
002149.SZ,西部材料,35.80,43.61,21.82%
002900.SZ,哈三联,12.25,14.92,21.80%
300787.SZ,海能实业,8.60,10.47,21.74%
688112.SH,鼎阳科技,47.80,58.19,21.74%
002194.SZ,武汉凡谷,9.12,11.10,21.71%
002734.SZ,利民股份,13.78,16.77,21.70%
301279.SZ,金道科技,17.85,21.72,21.68%
688097.SH,博众精工,40.64,49.45,21.68%
300017.SZ,网宿科技,14.44,17.57,21.68%
688138.SH,清溢光电,29.10,35.40,21.65%
688212.SH,澳华内镜,26.61,32.37,21.65%
605358.SH,立昂微,38.30,46.59,21.64%
688120.SH,华海清科,228.11,277.44,21.63%
002741.SZ,光华科技,21.74,26.44,21.62%
688069.SH,德林海,31.80,38.67,21.60%
301200.SZ,大族数控,247.49,300.88,21.57%
688689.SH,银河微电,34.49,41.93,21.57%
002384.SZ,东山精密,179.09,217.66,21.54%
605589.SH,圣泉集团,36.21,44.00,21.51%
301349.SZ,信德新材,38.70,47.02,21.50%
600226.SH,亨通股份,5.35,6.50,21.50%
300508.SZ,维宏股份,42.22,51.28,21.46%
688203.SH,海正生材,10.02,12.17,21.46%
301629.SZ,矽电股份,223.60,271.51,21.43%
600549.SH,厦门钨业,49.38,59.95,21.41%
603106.SH,恒银科技,8.27,10.04,21.40%
001339.SZ,智微智能,71.97,87.35,21.37%
300593.SZ,新雷能,25.56,31.02,21.36%
300661.SZ,圣邦股份,101.56,123.24,21.35%
300920.SZ,润阳科技,29.20,35.43,21.34%
002364.SZ,中恒电气,37.57,45.58,21.32%
301072.SZ,中捷精工,32.75,39.73,21.31%
301413.SZ,安培龙,61.00,74.00,21.31%
301015.SZ,百洋医药,22.43,27.21,21.31%
301315.SZ,威士顿,38.06,46.16,21.28%
002425.SZ,凯撒文化,3.15,3.82,21.27%
605198.SH,安德利,56.68,68.73,21.26%
600869.SH,远东股份,14.16,17.17,21.26%
688220.SH,翱捷科技-U,92.70,112.40,21.25%
603009.SH,北特科技,40.00,48.50,21.25%
600378.SH,昊华科技,41.47,50.28,21.24%
301227.SZ,森鹰窗业,21.46,26.01,21.20%
301421.SZ,波长光电,68.18,82.63,21.19%
688820.SH,盛合晶微,126.33,153.10,21.19%
688512.SH,慧智微-U,12.60,15.27,21.19%
603991.SH,至正股份,116.45,141.10,21.17%
603115.SH,海星股份,70.53,85.45,21.15%
301387.SZ,光大同创,50.25,60.87,21.13%
600482.SH,中国动力,27.92,33.82,21.13%
603010.SH,万盛股份,10.23,12.39,21.11%
300151.SZ,昌红科技,14.31,17.33,21.10%
600498.SH,烽火通信,34.46,41.73,21.10%
688168.SH,安博通,33.11,40.09,21.08%
000582.SZ,北部湾港,10.97,13.28,21.06%
002649.SZ,博彦科技,9.33,11.29,21.01%
603217.SH,元利科技,22.10,26.74,21.00%
002651.SZ,利君股份,7.63,9.23,20.97%
601101.SH,昊华能源,11.16,13.50,20.97%
688719.SH,爱科赛博,45.01,54.44,20.95%
300475.SZ,香农芯创,142.20,171.99,20.95%
603125.SH,常青科技,20.55,24.84,20.88%
600665.SH,天地源,2.97,3.59,20.88%
688353.SH,华盛锂电,89.63,108.30,20.83%
603324.SH,盛剑科技,24.78,29.93,20.78%
300386.SZ,飞天诚信,10.40,12.56,20.77%
688331.SH,荣昌生物,111.35,134.45,20.75%
002796.SZ,世嘉科技,26.81,32.37,20.74%
300558.SZ,贝达药业,58.16,70.21,20.72%
300996.SZ,普联软件,17.14,20.68,20.65%
002378.SZ,章源钨业,23.44,28.28,20.65%
688505.SH,复旦张江,7.42,8.95,20.62%
001326.SZ,联域股份,51.66,62.31,20.62%
002957.SZ,科瑞技术,34.97,42.17,20.59%
603127.SH,昭衍新药,44.35,53.48,20.59%
603920.SH,世运电路,33.06,39.86,20.57%
600267.SH,海正药业,11.92,14.37,20.55%
301099.SZ,雅创电子,44.38,53.50,20.55%
600459.SH,贵研铂业,19.06,22.97,20.51%
600246.SH,万通发展,11.02,13.28,20.51%
688515.SH,裕太微-U,135.54,163.33,20.50%
603459.SH,红板科技,87.64,105.58,20.47%
688072.SH,拓荆科技,604.50,728.00,20.43%
688700.SH,东威科技,52.16,62.79,20.38%
688584.SH,上海合晶,25.39,30.56,20.36%
300715.SZ,凯伦股份,12.01,14.45,20.32%
003001.SZ,中岩大地,17.38,20.91,20.31%
000975.SZ,山金国际,22.56,27.14,20.30%
600222.SH,太龙药业,7.44,8.95,20.30%
603456.SH,九洲药业,15.18,18.26,20.29%
688166.SH,博瑞医药,34.83,41.87,20.21%
300654.SZ,世纪天鸿,10.40,12.50,20.19%
600552.SH,凯盛科技,16.01,19.24,20.17%
300938.SZ,信测标准,25.25,30.33,20.12%
688002.SH,睿创微纳,141.56,170.04,20.12%
688376.SH,美埃科技,61.94,74.38,20.08%
300671.SZ,富满微,54.79,65.79,20.08%
688309.SH,恒誉环保,66.11,79.38,20.07%
688793.SH,倍轻松,17.40,20.89,20.06%
688133.SH,泰坦科技,20.90,25.09,20.05%
300873.SZ,海晨股份,14.87,17.85,20.04%
300248.SZ,新开普,8.39,10.07,20.02%
300552.SZ,万集科技,20.73,24.88,20.02%
300751.SZ,迈为股份,155.87,187.06,20.01%
600545.SH,卓郎智能,4.05,4.86,20.00%
